time,px_est,py_est,pz_est,vx_est,vy_est,vz_est,qw_est,qx_est,qy_est,qz_est,pbarx_est,pbary_est,bgx_est,bgy_est,bgz_est,bax_est,bay_est,baz_est,px_true,py_true,pz_true,vx_true,vy_true,vz_true,qw_true,qx_true,qy_true,qz_true,pbarx_true,pbary_true,bgx_true,bgy_true,bgz_true,bax_true,bay_true,baz_true,P_dtheta_x,P_dtheta_y,P_dtheta_z,P_dpr_x,P_dpr_y,P_dpr_z,P_dvr_x,P_dvr_y,P_dvr_z,P_dpbar_x,P_dpbar_y,P_dbgyr_x,P_dbgyr_y,P_dbgyr_z,P_dbacc_x,P_dbacc_y,P_dbacc_z
5.800000,-44.592165,-10.234404,-26.674011,1.834165,0.419764,-0.558471,0.995854,0.024165,0.043253,0.076295,0.125022,0.677895,0.002340,-0.002667,0.001392,0.001495,0.003414,0.023523,-43.653761,-9.295568,-25.703030,2.340441,0.301581,-0.284691,0.997281,0.019695,0.039389,0.059084,0.124541,0.680124,0.005038,-0.002959,0.001998,0.020161,-0.010101,0.015472,0.000144,0.000206,0.002855,1.632727,0.839315,1.203725,0.241173,0.059730,0.113974,0.000003,0.000002,0.000008,0.000010,0.000018,0.002465,0.002474,0.002103
5.850000,-44.411491,-10.271349,-26.727428,1.895023,0.381381,-0.566724,0.995918,0.023080,0.042421,0.076258,0.125677,0.680833,0.003034,-0.002286,0.001550,0.001579,0.003404,0.022593,-43.536571,-9.280457,-25.717292,2.347050,0.302859,-0.285751,0.997266,0.019751,0.039502,0.059253,0.124626,0.682451,0.005038,-0.002962,0.001996,0.020129,-0.010102,0.015466,0.000141,0.000202,0.002864,1.668851,0.847612,1.230339,0.239862,0.058295,0.114937,0.000002,0.000002,0.000008,0.000010,0.000018,0.002465,0.002474,0.002100
5.900000,-44.209714,-10.238170,-26.792194,1.966400,0.389813,-0.576058,0.995935,0.023109,0.041258,0.076660,0.125779,0.683270,0.003120,-0.001858,0.001551,0.001444,0.003592,0.020903,-43.419068,-9.265285,-25.731603,2.352944,0.304001,-0.286697,0.997252,0.019801,0.039602,0.059404,0.124741,0.684764,0.005043,-0.002959,0.001996,0.020118,-0.010123,0.015479,0.000140,0.000202,0.002875,1.712358,0.858511,1.258519,0.241198,0.058150,0.115967,0.000002,0.000002,0.000008,0.000010,0.000018,0.002465,0.002474,0.002098
5.950000,-44.184238,-10.207439,-26.800527,1.925006,0.405014,-0.575436,0.995882,0.023608,0.042009,0.076794,0.125314,0.684925,0.002879,-0.002142,0.001509,0.001436,0.003522,0.022024,-43.301288,-9.250059,-25.745959,2.358120,0.305005,-0.287529,0.997239,0.019845,0.039691,0.059536,0.124886,0.687065,0.005038,-0.002959,0.001998,0.020143,-0.010099,0.015472,0.000138,0.000198,0.002884,1.748185,0.866874,1.286557,0.239452,0.056736,0.116982,0.000002,0.000002,0.000007,0.000010,0.000018,0.002465,0.002474,0.002093
6.000000,-44.223369,-9.729775,-27.073795,1.930068,0.485761,-0.633505,0.995954,0.024234,0.041099,0.076152,0.125107,0.688305,0.002455,-0.001439,0.002596,0.001419,0.004084,0.023238,-43.183268,-9.234787,-25.760354,2.362573,0.305871,-0.288246,0.997229,0.019883,0.039767,0.059650,0.125060,0.689350,0.005037,-0.002962,0.001999,0.020106,-0.010103,0.015454,0.000137,0.000181,0.002882,0.599469,0.460232,0.517663,0.133634,0.043797,0.057681,0.000002,0.000002,0.000007,0.000008,0.000016,0.002462,0.002473,0.001538
6.050000,-44.068294,-9.707861,-27.140125,1.992095,0.486816,-0.646846,0.995971,0.024031,0.040063,0.076541,0.125546,0.691167,0.002686,-0.001033,0.002657,0.001292,0.004326,0.022243,-43.065043,-9.219474,-25.774782,2.366303,0.306596,-0.288846,0.997220,0.019915,0.039830,0.059745,0.125264,0.691621,0.005037,-0.002965,0.001997,0.020082,-0.010105,0.015474,0.000134,0.000179,0.002892,0.613390,0.465601,0.526457,0.133412,0.042841,0.058021,0.000002,0.000002,0.000007,0.000008,0.000016,0.002462,0.002473,0.001537
6.100000,-43.898672,-9.618457,-27.221264,2.057070,0.559083,-0.666645,0.995939,0.025438,0.039056,0.077023,0.124497,0.694556,0.001960,-0.000597,0.002383,0.000793,0.004901,0.020391,-42.946650,-9.204129,-25.789237,2.369306,0.307181,-0.289330,0.997213,0.019941,0.039881,0.059822,0.125498,0.693875,0.005037,-0.002965,0.001999,0.020097,-0.010102,0.015460,0.000133,0.000179,0.002903,0.629376,0.471779,0.536263,0.134804,0.042847,0.058487,0.000002,0.000002,0.000006,0.000008,0.000016,0.002462,0.002473,0.001536
6.150000,-43.840277,-9.604355,-27.228903,2.023351,0.552764,-0.657488,0.995922,0.025467,0.039655,0.076930,0.124502,0.695996,0.002020,-0.000870,0.002421,0.000934,0.004663,0.021348,-42.828125,-9.188759,-25.803713,2.371580,0.307624,-0.289697,0.997207,0.019960,0.039920,0.059880,0.125762,0.696112,0.005039,-0.002961,0.001999,0.020095,-0.010094,0.015442,0.000133,0.000179,0.002912,0.645725,0.478042,0.546365,0.136108,0.042837,0.058970,0.000002,0.000002,0.000006,0.000007,0.000016,0.002462,0.002473,0.001535
6.200000,-43.801694,-9.623760,-27.224574,1.974220,0.513838,-0.645217,0.995930,0.024445,0.040580,0.076677,0.125082,0.697733,0.002474,-0.001224,0.002594,0.001239,0.004231,0.022995,-42.709504,-9.173369,-25.818205,2.373125,0.307925,-0.289946,0.997204,0.019973,0.039946,0.059920,0.126054,0.698332,0.005037,-0.002961,0.002002,0.020060,-0.010119,0.015432,0.000130,0.000176,0.002921,0.659868,0.483494,0.556053,0.135412,0.041858,0.059394,0.000002,0.000002,0.000006,0.000007,0.000015,0.002462,0.002473,0.001533
6.250000,-43.804878,-9.585236,-27.208916,1.883122,0.539339,-0.627748,0.995916,0.025397,0.042304,0.075613,0.124890,0.699346,0.002005,-0.001816,0.002499,0.001230,0.003896,0.024934,-42.590824,-9.157968,-25.832706,2.373939,0.308084,-0.290078,0.997202,0.019980,0.039960,0.059940,0.126377,0.700533,0.005039,-0.002964,0.002004,0.020093,-0.010098,0.015419,0.000131,0.000176,0.002930,0.676720,0.489874,0.566759,0.136532,0.041823,0.059914,0.000002,0.000002,0.000006,0.000007,0.000015,0.002462,0.002473,0.001531
6.300000,-43.594105,-9.605228,-27.290878,1.986217,0.489336,-0.643152,0.995922,0.023728,0.040307,0.077153,0.126334,0.702178,0.002957,-0.001140,0.002726,0.001429,0.004149,0.022988,-42.472122,-9.142563,-25.847210,2.374022,0.308100,-0.290091,0.997201,0.019981,0.039962,0.059943,0.126728,0.702716,0.005037,-0.002961,0.002003,0.020068,-0.010119,0.015406,0.000127,0.000173,0.002940,0.691012,0.495386,0.577061,0.135606,0.040844,0.060385,0.000002,0.000002,0.000006,0.000007,0.000015,0.002462,0.002472,0.001528
6.350000,-43.441211,-9.583655,-27.346828,2.030261,0.486378,-0.650591,0.995933,0.023562,0.039416,0.077515,0.127308,0.704619,0.003145,-0.000851,0.002754,0.001453,0.004328,0.021873,-42.353434,-9.127161,-25.861713,2.373374,0.307974,-0.289986,0.997203,0.019975,0.039951,0.059926,0.127109,0.704878,0.005034,-0.002963,0.002005,0.020059,-0.010145,0.015402,0.000126,0.000172,0.002950,0.708390,0.501881,0.588387,0.136608,0.040797,0.060936,0.000002,0.000002,0.000005,0.000007,0.000015,0.002462,0.002472,0.001526
6.400000,-43.510986,-9.559773,-27.306324,1.890460,0.496936,-0.630984,0.995957,0.024203,0.041709,0.075787,0.126674,0.705151,0.002685,-0.001735,0.002709,0.001370,0.003754,0.025582,-42.234797,-9.111768,-25.876207,2.371996,0.307705,-0.289764,0.997206,0.019964,0.039927,0.059891,0.127519,0.707020,0.005035,-0.002960,0.002002,0.020069,-0.010142,0.015419,0.000124,0.000170,0.002957,0.722673,0.507465,0.599364,0.135430,0.039835,0.061453,0.000002,0.000002,0.000005,0.000007,0.000015,0.002462,0.002472,0.001522
6.450000,-43.405908,-9.538901,-27.341936,1.895624,0.494838,-0.633377,0.995961,0.024183,0.041347,0.075936,0.127019,0.706806,0.002763,-0.001680,0.002725,0.001394,0.003773,0.025389,-42.116247,-9.096393,-25.890687,2.369887,0.307294,-0.289424,0.997211,0.019946,0.039891,0.059837,0.127957,0.709140,0.005039,-0.002961,0.002002,0.020065,-0.010174,0.015397,0.000123,0.000169,0.002967,0.740520,0.514074,0.611344,0.136306,0.039774,0.062033,0.000002,0.000002,0.000005,0.000007,0.000015,0.002462,0.002472,0.001520
6.500000,-43.248650,-9.542301,-27.396367,1.943297,0.467719,-0.642314,0.995951,0.023228,0.040278,0.076941,0.127970,0.709064,0.003267,-0.001363,0.002832,0.001557,0.003861,0.024306,-41.997821,-9.081041,-25.905148,2.367050,0.306741,-0.288966,0.997218,0.019921,0.039843,0.059764,0.128424,0.711238,0.005039,-0.002961,0.002001,0.020082,-0.010194,0.015360,0.000121,0.000168,0.002977,0.758724,0.520760,0.623657,0.137152,0.039712,0.062626,0.000002,0.000002,0.000005,0.000007,0.000015,0.002462,0.002472,0.001517
6.550000,-43.169576,-9.523449,-27.421081,1.928623,0.465555,-0.637291,0.995952,0.023318,0.040408,0.076830,0.128256,0.710868,0.003275,-0.001448,0.002843,0.001542,0.003793,0.024785,-41.879554,-9.065721,-25.919582,2.363485,0.306048,-0.288392,0.997227,0.019891,0.039782,0.059673,0.128919,0.713313,0.005035,-0.002963,0.001999,0.020041,-0.010210,0.015354,0.000118,0.000165,0.002985,0.773286,0.526474,0.635654,0.135705,0.038752,0.063194,0.000002,0.000002,0.000005,0.000006,0.000015,0.002462,0.002472,0.001512
6.600000,-43.091414,-9.534456,-27.442298,1.914895,0.439017,-0.630838,0.995939,0.022437,0.040441,0.077239,0.128774,0.712606,0.003633,-0.001524,0.002946,0.001615,0.003610,0.025576,-41.761484,-9.050439,-25.933985,2.359196,0.305214,-0.287702,0.997237,0.019855,0.039709,0.059564,0.129443,0.715364,0.005035,-0.002963,0.001999,0.020064,-0.010197,0.015363,0.000118,0.000165,0.002994,0.791891,0.533272,0.648666,0.136371,0.038669,0.063814,0.000002,0.000002,0.000004,0.000006,0.000015,0.002462,0.002472,0.001510
6.650000,-42.997142,-9.541026,-27.469456,1.914087,0.413550,-0.629160,0.995932,0.021835,0.040302,0.077580,0.129985,0.714462,0.003966,-0.001528,0.003033,0.001683,0.003489,0.025929,-41.643647,-9.035202,-25.948350,2.354185,0.304241,-0.286896,0.997249,0.019812,0.039624,0.059435,0.129994,0.717391,0.005031,-0.002961,0.001995,0.020063,-0.010175,0.015353,0.000114,0.000161,0.003002,0.806545,0.539096,0.661393,0.134785,0.037742,0.064417,0.000002,0.000002,0.000004,0.000006,0.000015,0.002462,0.002472,0.001504
6.700000,-42.912311,-9.517831,-27.497604,1.900974,0.418097,-0.628422,0.995967,0.021921,0.040217,0.077143,0.130591,0.716053,0.003912,-0.001574,0.003024,0.001657,0.003474,0.026149,-41.526078,-9.020017,-25.962672,2.348454,0.303130,-0.285975,0.997262,0.019763,0.039526,0.059289,0.130573,0.719394,0.005032,-0.002959,0.001997,0.020058,-0.010155,0.015339,0.000113,0.000160,0.003012,0.825588,0.546017,0.675120,0.135370,0.037662,0.065061,0.000002,0.000002,0.000004,0.000006,0.000015,0.002462,0.002472,0.001501
6.750000,-42.832980,-9.504678,-27.522532,1.884045,0.411037,-0.628184,0.995988,0.021786,0.040321,0.076866,0.131421,0.718014,0.003964,-0.001640,0.003045,0.001639,0.003407,0.026591,-41.408813,-9.004891,-25.976946,2.342007,0.301883,-0.284941,0.997277,0.019708,0.039416,0.059124,0.131179,0.721370,0.005031,-0.002957,0.001998,0.020088,-0.010101,0.015343,0.000110,0.000157,0.003019,0.840424,0.551979,0.688591,0.133687,0.036775,0.065692,0.000002,0.000002,0.000004,0.000006,0.000015,0.002461,0.002472,0.001495
6.800000,-42.793444,-9.457911,-27.541135,1.837787,0.437404,-0.623798,0.996039,0.022696,0.040840,0.075648,0.131282,0.719490,0.003547,-0.001859,0.002959,0.001479,0.003415,0.027571,-41.291889,-8.989831,-25.991165,2.334848,0.300501,-0.283794,0.997294,0.019647,0.039294,0.058941,0.131812,0.723320,0.005028,-0.002952,0.001998,0.020071,-0.010102,0.015329,0.000110,0.000157,0.003028,0.859927,0.559030,0.703056,0.134172,0.036690,0.066358,0.000002,0.000002,0.000004,0.000006,0.000015,0.002461,0.002472,0.001491
6.850000,-42.765381,-9.432785,-27.552898,1.785053,0.443314,-0.619837,0.996077,0.022944,0.041336,0.074801,0.131277,0.720597,0.003368,-0.002114,0.002938,0.001324,0.003316,0.029013,-41.175341,-8.974843,-26.005323,2.326981,0.298985,-0.282536,0.997313,0.019580,0.039160,0.058740,0.132472,0.725243,0.005030,-0.002953,0.001994,0.020082,-0.010121,0.015324,0.000109,0.000156,0.003038,0.879776,0.566157,0.717896,0.134645,0.036605,0.067033,0.000002,0.000002,0.000004,0.000006,0.000015,0.002461,0.002472,0.001488
6.900000,-42.658727,-9.459506,-27.580818,1.790493,0.402009,-0.620551,0.996046,0.021729,0.041001,0.075763,0.132739,0.722573,0.003937,-0.002052,0.003085,0.001409,0.003132,0.029160,-41.059203,-8.959935,-26.019416,2.318411,0.297338,-0.281167,0.997333,0.019507,0.039014,0.058521,0.133158,0.727139,0.005027,-0.002959,0.001996,0.020088,-0.010119,0.015335,0.000106,0.000152,0.003046,0.895272,0.572326,0.732482,0.132913,0.035752,0.067698,0.000002,0.000002,0.000003,0.000006,0.000015,0.002461,0.002471,0.001482
6.950000,-42.625887,-9.438029,-27.594342,1.743344,0.406246,-0.617060,0.996081,0.021916,0.041496,0.074966,0.133046,0.723984,0.003799,-0.002273,0.003070,0.001259,0.003050,0.030460,-40.943511,-8.945112,-26.033438,2.309142,0.295561,-0.279690,0.997354,0.019428,0.038856,0.058284,0.133870,0.729006,0.005026,-0.002959,0.001993,0.020100,-0.010088,0.015376,0.000106,0.000152,0.003056,0.915773,0.579590,0.748071,0.133355,0.035667,0.068392,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001478
7.000000,-42.396218,-9.438871,-27.665413,1.830013,0.380586,-0.622238,0.996082,0.020837,0.039505,0.076326,0.134662,0.726105,0.004325,-0.001731,0.003162,0.001642,0.003165,0.027426,-40.828300,-8.930381,-26.047384,2.299181,0.293657,-0.278106,0.997377,0.019343,0.038686,0.058030,0.134607,0.730845,0.005028,-0.002959,0.001992,0.020117,-0.010113,0.015367,0.000102,0.000148,0.003066,0.931869,0.585940,0.763413,0.131625,0.034851,0.069077,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001472
7.050000,-42.142951,-9.370832,-27.756340,1.925448,0.413349,-0.631088,0.996140,0.021311,0.037446,0.076481,0.135072,0.728919,0.004164,-0.001097,0.003058,0.002147,0.003578,0.023024,-40.713605,-8.915748,-26.061247,2.288533,0.291628,-0.276416,0.997402,0.019253,0.038505,0.057758,0.135370,0.732654,0.005027,-0.002957,0.001992,0.020121,-0.010119,0.015354,0.000100,0.000147,0.003077,0.952908,0.593344,0.779790,0.131999,0.034771,0.069790,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001468
7.100000,-41.780222,-9.267487,-27.882090,2.088727,0.469905,-0.644034,0.996224,0.022288,0.034162,0.076640,0.135560,0.732206,0.003879,-0.000084,0.002890,0.003068,0.004208,0.015696,-40.599458,-8.901220,-26.075024,2.277205,0.289477,-0.274622,0.997428,0.019156,0.038312,0.057468,0.136157,0.734433,0.005032,-0.002955,0.001991,0.020155,-0.010132,0.015369,0.000095,0.000144,0.003087,0.968937,0.599839,0.796018,0.130115,0.033987,0.070502,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001461
7.150000,-41.676892,-9.255446,-27.910896,2.082248,0.461612,-0.643187,0.996242,0.021896,0.033993,0.076596,0.136449,0.734284,0.003993,-0.000096,0.002918,0.003046,0.004155,0.015869,-40.485895,-8.886802,-26.088708,2.265203,0.287205,-0.272726,0.997455,0.019054,0.038108,0.057162,0.136969,0.736181,0.005031,-0.002958,0.001994,0.020155,-0.010160,0.015361,0.000094,0.000143,0.003097,0.989912,0.607334,0.813304,0.130280,0.033896,0.071238,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001457
7.200000,-41.523548,-9.229554,-27.954319,2.103497,0.462308,-0.640544,0.996265,0.021670,0.033097,0.076752,0.137058,0.736056,0.004066,0.000068,0.002918,0.003220,0.004193,0.014664,-40.372949,-8.872501,-26.102294,2.252534,0.284816,-0.270730,0.997484,0.018946,0.037892,0.056838,0.137804,0.737899,0.005033,-0.002953,0.001994,0.020177,-0.010144,0.015338,0.000093,0.000142,0.003107,1.010928,0.614882,0.831049,0.130345,0.033801,0.071984,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001453
7.250000,-41.227767,-9.213998,-28.019060,2.213786,0.446209,-0.637439,0.996226,0.020562,0.030912,0.078455,0.138682,0.738934,0.004518,0.000650,0.002951,0.003887,0.004217,0.010239,-40.260653,-8.858323,-26.115779,2.239207,0.282312,-0.268636,0.997514,0.018833,0.037665,0.056498,0.138663,0.739585,0.005032,-0.002956,0.001995,0.020144,-0.010140,0.015328,0.000089,0.000138,0.003113,1.025449,0.621451,0.848845,0.127931,0.033019,0.072736,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001443
7.300000,-41.145206,-9.224565,-28.036116,2.191132,0.418573,-0.634960,0.996203,0.019796,0.030921,0.078939,0.140073,0.740587,0.004778,0.000535,0.002999,0.003684,0.004070,0.011356,-40.149039,-8.844272,-26.129156,2.225228,0.279697,-0.266445,0.997546,0.018714,0.037428,0.056141,0.139545,0.741238,0.005030,-0.002955,0.001995,0.020152,-0.010139,0.015336,0.000088,0.000137,0.003121,1.045909,0.629062,0.867570,0.127750,0.032915,0.073500,0.000002,0.000002,0.000003,0.000005,0.000015,0.002461,0.002471,0.001438
7.350000,-41.165939,-9.178242,-28.062739,2.105819,0.445789,-0.636814,0.996380,0.020806,0.031763,0.076054,0.140073,0.741937,0.004284,0.000213,0.002970,0.003286,0.004210,0.014090,-40.038141,-8.830355,-26.142422,2.210607,0.276974,-0.264162,0.997578,0.018589,0.037179,0.055768,0.140449,0.742859,0.005033,-0.002959,0.001992,0.020099,-0.010152,0.015342,0.000085,0.000133,0.003122,1.058880,0.635687,0.886449,0.124980,0.032157,0.074264,0.000002,0.000002,0.000002,0.000005,0.000015,0.002460,0.002471,0.001428
7.400000,-41.019377,-9.124037,-28.110022,2.123063,0.471592,-0.634510,0.996483,0.021365,0.031141,0.074800,0.140587,0.744371,0.004067,0.000362,0.002938,0.003581,0.004336,0.012644,-39.927989,-8.816576,-26.155571,2.195352,0.274145,-0.261786,0.997612,0.018460,0.036919,0.055379,0.141375,0.744447,0.005034,-0.002958,0.001992,0.020082,-0.010157,0.015347,0.000084,0.000132,0.003128,1.078893,0.643374,0.906143,0.124603,0.032042,0.075039,0.000002,0.000002,0.000002,0.000005,0.000015,0.002460,0.002471,0.001422
7.450000,-40.934926,-9.123207,-28.131563,2.101723,0.452827,-0.631147,0.996473,0.020820,0.030877,0.075191,0.141607,0.745425,0.004235,0.000279,0.002957,0.003395,0.004246,0.013479,-39.818616,-8.802942,-26.168599,2.179472,0.271214,-0.259322,0.997647,0.018325,0.036649,0.054974,0.142323,0.746002,0.005036,-0.002956,0.001990,0.020095,-0.010150,0.015356,0.000081,0.000128,0.003128,1.091070,0.650084,0.926061,0.121693,0.031302,0.075813,0.000002,0.000002,0.000002,0.000004,0.000015,0.002460,0.002471,0.001411
7.500000,-40.847315,-9.142120,-28.146088,2.082470,0.415747,-0.625075,0.996401,0.019731,0.030779,0.076468,0.143211,0.746966,0.004582,0.000180,0.002981,0.003109,0.004077,0.014520,-39.710053,-8.789457,-26.181502,2.162976,0.268185,-0.256771,0.997683,0.018184,0.036369,0.054553,0.143291,0.747522,0.005036,-0.002961,0.001992,0.020087,-0.010169,0.015348,0.000080,0.000127,0.003134,1.110855,0.657852,0.946734,0.121201,0.031184,0.076598,0.000002,0.000002,0.000002,0.000004,0.000015,0.002459,0.002471,0.001405
7.550000,-40.606500,-9.112898,-28.186392,2.146561,0.412734,-0.615083,0.996393,0.019325,0.029377,0.077225,0.144829,0.749580,0.004758,0.000511,0.002960,0.003702,0.004012,0.011198,-39.602329,-8.776125,-26.194275,2.145875,0.265061,-0.254136,0.997720,0.018039,0.036078,0.054117,0.144280,0.749008,0.005034,-0.002962,0.001992,0.020106,-0.010124,0.015347,0.000078,0.000126,0.003140,1.130698,0.665677,0.967884,0.120666,0.031068,0.077389,0.000002,0.000003,0.000002,0.000004,0.000015,0.002459,0.002471,0.001399
7.600000,-40.512836,-9.033452,-28.243758,2.132278,0.459991,-0.620030,0.996661,0.020676,0.028955,0.073492,0.144696,0.751524,0.004203,0.000580,0.002950,0.004061,0.004278,0.010547,-39.495475,-8.762952,-26.206914,2.128179,0.261846,-0.251419,0.997757,0.017889,0.035777,0.053666,0.145289,0.750460,0.005035,-0.002960,0.001992,0.020108,-0.010134,0.015305,0.000076,0.000122,0.003137,1.142187,0.672557,0.989289,0.117654,0.030367,0.078169,0.000002,0.000002,0.000002,0.000004,0.000015,0.002459,0.002471,0.001387
7.650000,-40.412716,-9.029727,-28.266100,2.115447,0.441097,-0.616050,0.996654,0.020163,0.028755,0.073811,0.146329,0.753316,0.004360,0.000536,0.002953,0.003904,0.004203,0.010994,-39.389521,-8.749942,-26.219415,2.109898,0.258543,-0.248623,0.997796,0.017733,0.035467,0.053200,0.146317,0.751876,0.005037,-0.002961,0.001992,0.020132,-0.010132,0.015290,0.000075,0.000121,0.003142,1.161809,0.680476,1.011421,0.117037,0.030254,0.078967,0.000002,0.000003,0.000002,0.000004,0.000015,0.002458,0.002471,0.001381
7.700000,-40.218996,-9.031677,-28.285575,2.149654,0.413325,-0.607611,0.996552,0.019014,0.027804,0.075826,0.148088,0.755401,0.004729,0.000678,0.002931,0.004066,0.004001,0.009386,-39.284495,-8.737099,-26.231775,2.091044,0.255155,-0.245752,0.997836,0.017573,0.035146,0.052719,0.147363,0.753257,0.005035,-0.002965,0.001989,0.020161,-0.010075,0.015296,0.000072,0.000117,0.003138,1.172956,0.687477,1.033859,0.114008,0.029580,0.079752,0.000002,0.000002,0.000002,0.000004,0.000015,0.002458,0.002471,0.001369
7.750000,-40.018307,-8.963160,-28.336741,2.188179,0.446104,-0.604301,0.996728,0.019622,0.026462,0.073817,0.148622,0.757417,0.004482,0.000950,0.002921,0.004839,0.004081,0.006452,-39.180426,-8.724428,-26.243989,2.071628,0.251688,-0.242807,0.997876,0.017408,0.034817,0.052225,0.148427,0.754602,0.005031,-0.002965,0.001984,0.020169,-0.010040,0.015272,0.000070,0.000116,0.003143,1.192404,0.695489,1.056996,0.113322,0.029468,0.080557,0.000002,0.000003,0.000002,0.000004,0.000015,0.002458,0.002471,0.001363
7.800000,-40.161044,-9.029082,-28.332681,2.043382,0.387954,-0.610200,0.996600,0.018472,0.028221,0.075168,0.150240,0.757608,0.004796,0.000303,0.002947,0.003006,0.004079,0.013719,-39.077341,-8.711932,-26.256055,2.051661,0.248145,-0.239791,0.997918,0.017239,0.034477,0.051716,0.149509,0.755911,0.005028,-0.002964,0.001984,0.020188,-0.010052,0.015267,0.000068,0.000113,0.003136,1.203168,0.702616,1.080460,0.110285,0.028827,0.081342,0.000002,0.000002,0.000002,0.000004,0.000015,0.002457,0.002471,0.001351
7.850000,-40.034133,-9.006917,-28.363462,2.042858,0.388904,-0.607275,0.996646,0.018135,0.027600,0.074871,0.151030,0.759278,0.004816,0.000355,0.002942,0.003135,0.004051,0.013104,-38.975269,-8.699614,-26.267967,2.031155,0.244529,-0.236708,0.997959,0.017065,0.034129,0.051194,0.150608,0.757184,0.005027,-0.002966,0.001984,0.020247,-0.010056,0.015252,0.000067,0.000111,0.003141,1.222604,0.710734,1.104607,0.109570,0.028720,0.082155,0.000002,0.000002,0.000002,0.000004,0.000015,0.002456,0.002471,0.001345
7.900000,-39.968412,-9.017221,-28.379625,2.012950,0.363600,-0.604802,0.996606,0.017462,0.027508,0.075598,0.152609,0.760333,0.005001,0.000230,0.002937,0.002693,0.003988,0.014419,-38.874234,-8.687480,-26.279724,2.010124,0.240844,-0.233561,0.998002,0.016886,0.033772,0.050659,0.151722,0.758420,0.005027,-0.002965,0.001983,0.020259,-0.010059,0.015278,0.000066,0.000110,0.003145,1.242221,0.718919,1.129258,0.108851,0.028615,0.082972,0.000002,0.000003,0.000002,0.000004,0.000015,0.002456,0.002471,0.001339
7.950000,-40.014739,-9.056362,-28.384660,1.921761,0.322446,-0.602191,0.996523,0.016553,0.028524,0.076517,0.154230,0.761388,0.005223,-0.000155,0.002943,0.001489,0.004019,0.018672,-38.774265,-8.675531,-26.291322,1.988579,0.237096,-0.230351,0.998045,0.016703,0.033407,0.050110,0.152853,0.759620,0.005025,-0.002962,0.001981,0.020244,-0.010055,0.015289,0.000065,0.000107,0.003141,1.253980,0.726344,1.154167,0.106015,0.028033,0.083771,0.000002,0.000002,0.000001,0.000004,0.000015,0.002455,0.002471,0.001328
8.000000,-40.147192,-8.030605,-28.465943,1.893617,0.457371,-0.606438,0.996925,0.016793,0.027511,0.071432,0.154672,0.762950,0.004795,0.000114,0.005715,0.002844,0.004978,0.016981,-38.675385,-8.663771,-26.302758,1.966534,0.233287,-0.227083,0.998089,0.016516,0.033033,0.049549,0.153998,0.760783,0.005027,-0.002962,0.001979,0.020322,-0.010044,0.015280,0.000064,0.000102,0.003139,0.495189,0.417077,0.471119,0.065221,0.021836,0.039984,0.000002,0.000002,0.000001,0.000003,0.000013,0.002452,0.002469,0.000956
8.050000,-40.184946,-8.061169,-28.420370,1.771944,0.396357,-0.591692,0.996769,0.015417,0.029088,0.073269,0.156581,0.762674,0.005165,-0.000511,0.005773,0.000972,0.004825,0.022131,-38.577620,-8.652203,-26.314030,1.944002,0.229422,-0.223760,0.998133,0.016325,0.032651,0.048976,0.155158,0.761908,0.005029,-0.002960,0.001977,0.020333,-0.010036,0.015278,0.000062,0.000099,0.003139,0.501731,0.421621,0.479247,0.064047,0.021443,0.040417,0.000002,0.000002,0.000001,0.000003,0.000013,0.002452,0.002469,0.000951
8.100000,-40.126018,-8.066263,-28.424617,1.729625,0.360684,-0.582793,0.996713,0.014460,0.029209,0.074162,0.158559,0.763626,0.005422,-0.000681,0.005820,0.000296,0.004698,0.023592,-38.480993,-8.640830,-26.325134,1.920997,0.225506,-0.220384,0.998177,0.016130,0.032261,0.048391,0.156331,0.762997,0.005030,-0.002965,0.001977,0.020319,-0.010021,0.015300,0.000061,0.000098,0.003147,0.510436,0.426468,0.488064,0.064125,0.021437,0.040866,0.000002,0.000002,0.000001,0.000003,0.000013,0.002451,0.002469,0.000949
8.150000,-40.038309,-8.056059,-28.449582,1.711915,0.342398,-0.580241,0.996733,0.013830,0.028665,0.074237,0.159587,0.764479,0.005525,-0.000693,0.005840,0.000162,0.004639,0.023728,-38.385528,-8.629654,-26.336067,1.897532,0.221541,-0.216958,0.998222,0.015931,0.031863,0.047794,0.157517,0.764047,0.005030,-0.002962,0.001976,0.020321,-0.010004,0.015290,0.000059,0.000096,0.003151,0.517493,0.431149,0.496598,0.063054,0.021074,0.041306,0.000002,0.000002,0.000001,0.000003,0.000013,0.002451,0.002469,0.000945
