time,px_est,py_est,pz_est,vx_est,vy_est,vz_est,qw_est,qx_est,qy_est,qz_est,pbarx_est,pbary_est,bgx_est,bgy_est,bgz_est,bax_est,bay_est,baz_est,px_true,py_true,pz_true,vx_true,vy_true,vz_true,qw_true,qx_true,qy_true,qz_true,pbarx_true,pbary_true,bgx_true,bgy_true,bgz_true,bax_true,bay_true,baz_true,P_dtheta_x,P_dtheta_y,P_dtheta_z,P_dpr_x,P_dpr_y,P_dpr_z,P_dvr_x,P_dvr_y,P_dvr_z,P_dpbar_x,P_dpbar_y,P_dbgyr_x,P_dbgyr_y,P_dbgyr_z,P_dbacc_x,P_dbacc_y,P_dbacc_z
0.000000,-49.499503,-9.500249,-24.499998,0.098850,-0.049696,0.000728,0.999886,0.008677,0.008779,0.008692,0.209939,0.479928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-50.000000,-10.000000,-25.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.200000,0.500000,0.005000,-0.002999,0.002001,0.020001,-0.009995,0.014989,0.002500,0.002500,0.002500,9.000006,9.000006,9.000006,0.250006,0.250006,0.250000,0.009999,0.009999,0.000025,0.000025,0.000025,0.002500,0.002500,0.002500
0.050000,-49.494740,-9.502471,-24.500002,0.091607,-0.038720,0.000485,0.999885,0.008693,0.008735,0.008806,0.202469,0.497165,0.000001,-0.000002,-0.000001,-0.000000,-0.000000,0.000000,-49.999993,-10.000000,-25.000001,0.000412,0.000028,-0.000034,1.000000,0.000003,0.000007,0.000010,0.199983,0.500014,0.005002,-0.003001,0.001999,0.020001,-0.009990,0.015027,0.002500,0.002500,0.002500,9.000757,9.000757,9.000756,0.250735,0.250733,0.250008,0.000025,0.000025,0.000025,0.000025,0.000025,0.002500,0.002500,0.002500
0.100000,-49.493316,-9.501825,-24.498857,0.073572,-0.009392,0.011166,0.999884,0.008964,0.008664,0.008775,0.202933,0.498153,0.000050,0.000069,-0.000128,0.000010,-0.000021,-0.000011,-49.999946,-9.999996,-25.000004,0.001575,0.000105,-0.000131,1.000000,0.000013,0.000026,0.000039,0.199937,0.500053,0.005002,-0.003002,0.002000,0.020010,-0.010012,0.015065,0.002500,0.002500,0.002500,9.002730,9.002736,9.002728,0.251970,0.250160,0.247495,0.000009,0.000009,0.000025,0.000025,0.000025,0.002500,0.002500,0.002500
0.150000,-49.502021,-9.493883,-24.485187,0.016536,0.052853,0.096922,0.999877,0.009381,0.008816,0.008953,0.201269,0.495671,0.000103,0.000601,-0.000452,0.000061,-0.000075,-0.000091,-49.999823,-9.999988,-25.000015,0.003486,0.000233,-0.000291,1.000000,0.000029,0.000058,0.000087,0.199860,0.500118,0.005001,-0.002999,0.002002,0.020015,-0.010003,0.015051,0.002500,0.002501,0.002501,9.005934,9.005893,9.005857,0.254082,0.249600,0.243890,0.000007,0.000007,0.000025,0.000025,0.000025,0.002500,0.002500,0.002500
0.200000,-49.497332,-9.474488,-24.497942,0.038141,0.144981,0.012503,0.999869,0.009992,0.008690,0.009300,0.199305,0.497087,0.000379,0.000104,-0.000806,0.000027,-0.000169,0.000015,-49.999585,-9.999972,-25.000035,0.006145,0.000411,-0.000513,1.000000,0.000051,0.000102,0.000154,0.199753,0.500210,0.005000,-0.003001,0.002008,0.020036,-0.010033,0.015042,0.002500,0.002501,0.002501,9.010399,9.010107,9.010008,0.256796,0.247968,0.238253,0.000006,0.000007,0.000025,0.000025,0.000025,0.002500,0.002500,0.002500
0.250000,-49.482533,-9.458157,-24.523193,0.078267,0.190926,-0.086551,0.999867,0.010293,0.008408,0.009448,0.198580,0.498456,0.000555,-0.000502,-0.000916,-0.000042,-0.000221,0.000175,-49.999196,-9.999946,-25.000067,0.009550,0.000639,-0.000797,1.000000,0.000080,0.000159,0.000239,0.199617,0.500328,0.005000,-0.003000,0.002008,0.020046,-0.010026,0.015031,0.002496,0.002501,0.002502,9.015906,9.014526,9.014364,0.257268,0.234405,0.221064,0.000005,0.000005,0.000025,0.000024,0.000024,0.002500,0.002500,0.002500
0.300000,-49.482419,-9.450098,-24.521558,0.065855,0.195248,-0.066523,0.999863,0.010494,0.008593,0.009512,0.198583,0.498535,0.000524,-0.000386,-0.000900,-0.000025,-0.000211,0.000136,-49.998618,-9.999908,-25.000115,0.013698,0.000918,-0.001145,1.000000,0.000114,0.000228,0.000342,0.199451,0.500473,0.005000,-0.002999,0.002005,0.020038,-0.010030,0.015033,0.002493,0.002500,0.002502,9.022545,9.019798,9.019548,0.260714,0.228183,0.210382,0.000006,0.000006,0.000025,0.000024,0.000024,0.002500,0.002500,0.002500
0.350000,-49.456152,-9.426991,-24.559713,0.105775,0.243943,-0.162821,0.999858,0.011001,0.008223,0.009733,0.197826,0.499751,0.000697,-0.000969,-0.001017,-0.000133,-0.000274,0.000378,-49.997814,-9.999854,-25.000183,0.018588,0.001248,-0.001555,1.000000,0.000155,0.000310,0.000465,0.199256,0.500646,0.004998,-0.002999,0.002007,0.020046,-0.010025,0.015001,0.002481,0.002499,0.002503,9.029483,9.023638,9.023611,0.261442,0.206768,0.187770,0.000005,0.000005,0.000025,0.000023,0.000023,0.002500,0.002500,0.002500
0.400000,-49.413632,-9.420815,-24.617935,0.174079,0.239544,-0.283283,0.999861,0.010974,0.007409,0.010090,0.197330,0.501265,0.000768,-0.001725,-0.000859,-0.000334,-0.000212,0.000755,-49.996746,-9.999782,-25.000272,0.024216,0.001629,-0.002027,1.000000,0.000202,0.000404,0.000605,0.199032,0.500846,0.004998,-0.002998,0.002005,0.020040,-0.010047,0.014994,0.002473,0.002498,0.002504,9.037818,9.028808,9.028947,0.266757,0.199762,0.177027,0.000005,0.000006,0.000024,0.000022,0.000023,0.002500,0.002500,0.002500
0.450000,-49.518417,-9.571708,-24.523563,0.119711,-0.126077,-0.047019,0.999897,0.005853,0.008103,0.010313,0.200151,0.499207,-0.000246,-0.000399,0.000682,-0.000097,0.000935,-0.000168,-49.995380,-9.999690,-25.000386,0.030579,0.002062,-0.002563,1.000000,0.000255,0.000510,0.000765,0.198779,0.501075,0.005001,-0.003000,0.002006,0.020050,-0.010090,0.014955,0.002451,0.002494,0.002505,9.045053,9.031516,9.032576,0.270104,0.179968,0.158168,0.000005,0.000005,0.000024,0.000022,0.000022,0.002500,0.002499,0.002499
0.500000,-49.480049,-9.506586,-24.572900,0.143892,0.031837,-0.138940,0.999878,0.008436,0.007882,0.010546,0.198595,0.500563,0.000145,-0.000917,0.000086,-0.000200,0.000387,0.000258,-49.993676,-9.999575,-25.000529,0.037672,0.002548,-0.003162,0.999999,0.000314,0.000628,0.000942,0.198498,0.501331,0.005005,-0.003002,0.002003,0.020065,-0.010122,0.014979,0.002438,0.002493,0.002506,9.055100,9.036455,9.038111,0.278152,0.175994,0.150366,0.000005,0.000005,0.000024,0.000021,0.000022,0.002500,0.002499,0.002499
0.550000,-49.422433,-9.515657,-24.632107,0.204971,0.016937,-0.232953,0.999886,0.008129,0.006930,0.010675,0.198854,0.502377,0.000188,-0.001490,0.000234,-0.000472,0.000505,0.000751,-49.991600,-9.999434,-25.000704,0.045491,0.003086,-0.003824,0.999999,0.000379,0.000758,0.001137,0.198188,0.501617,0.005006,-0.003000,0.002003,0.020068,-0.010145,0.014981,0.002423,0.002491,0.002508,9.066337,9.041516,9.043919,0.287509,0.173529,0.143609,0.000006,0.000006,0.000024,0.000021,0.000022,0.002500,0.002499,0.002499
0.600000,-49.433990,-9.421931,-24.643419,0.172228,0.199973,-0.233001,0.999837,0.011963,0.007734,0.011054,0.196577,0.502668,0.000497,-0.001443,-0.000438,-0.000320,-0.000299,0.000773,-49.989115,-9.999265,-25.000913,0.054031,0.003677,-0.004550,0.999999,0.000450,0.000901,0.001351,0.197851,0.501932,0.005005,-0.003001,0.002004,0.020077,-0.010125,0.014959,0.002384,0.002485,0.002509,9.076481,9.043853,9.048173,0.295619,0.161991,0.132802,0.000005,0.000005,0.000024,0.000021,0.000022,0.002500,0.002498,0.002499
0.650000,-49.488187,-9.415883,-24.597722,0.113730,0.205809,-0.147039,0.999818,0.012165,0.009177,0.011498,0.195665,0.501431,0.000407,-0.000922,-0.000466,0.000033,-0.000307,0.000079,-49.986185,-9.999066,-25.001160,0.063286,0.004322,-0.005339,0.999998,0.000527,0.001055,0.001582,0.197486,0.502276,0.005002,-0.002998,0.002004,0.020074,-0.010121,0.014974,0.002363,0.002482,0.002511,9.089888,9.049151,9.054643,0.307599,0.163030,0.128667,0.000005,0.000005,0.000024,0.000021,0.000022,0.002500,0.002498,0.002498
0.700000,-49.482664,-9.503478,-24.592306,0.140617,0.044228,-0.128417,0.999865,0.007480,0.008555,0.011849,0.196619,0.501572,0.000160,-0.000838,0.000057,-0.000100,0.000737,-0.000066,-49.982775,-9.998832,-25.001448,0.073251,0.005021,-0.006191,0.999997,0.000611,0.001221,0.001832,0.197093,0.502650,0.005004,-0.002996,0.002004,0.020080,-0.010114,0.014938,0.002311,0.002471,0.002512,9.103152,9.051980,9.059977,0.318421,0.156489,0.122110,0.000004,0.000004,0.000024,0.000020,0.000021,0.002499,0.002498,0.002498
0.750000,-49.441684,-9.493097,-24.630697,0.180023,0.064710,-0.167841,0.999866,0.007855,0.007729,0.012081,0.196216,0.503013,0.000214,-0.001084,0.000043,-0.000346,0.000686,0.000443,-49.978848,-9.998563,-25.001780,0.083919,0.005775,-0.007107,0.999997,0.000700,0.001399,0.002099,0.196674,0.503054,0.005005,-0.002995,0.002006,0.020087,-0.010131,0.014935,0.002282,0.002466,0.002514,9.120009,9.057806,9.067333,0.332537,0.159879,0.119664,0.000005,0.000005,0.000024,0.000020,0.000021,0.002499,0.002497,0.002497
0.800000,-49.393968,-9.668282,-24.630238,0.244392,-0.232644,-0.158538,0.999905,-0.002606,0.005781,0.012235,0.198821,0.503645,-0.000060,-0.001041,0.000741,-0.000775,0.002903,0.000406,-49.974371,-9.998254,-25.002160,0.095283,0.006586,-0.008088,0.999996,0.000794,0.001589,0.002383,0.196228,0.503488,0.005008,-0.002996,0.002005,0.020126,-0.010142,0.014958,0.002212,0.002450,0.002516,9.136707,9.061478,9.073949,0.345475,0.156549,0.115767,0.000004,0.000004,0.000024,0.000020,0.000021,0.002499,0.002496,0.002496
0.850000,-49.353213,-9.729005,-24.641953,0.279783,-0.322407,-0.162016,0.999893,-0.005447,0.005058,0.012592,0.199447,0.504238,-0.000108,-0.001074,0.000903,-0.000962,0.003557,0.000505,-49.969309,-9.997903,-25.002590,0.107336,0.007452,-0.009132,0.999994,0.000895,0.001790,0.002684,0.195756,0.503953,0.005012,-0.002993,0.002002,0.020116,-0.010161,0.014957,0.002175,0.002442,0.002517,9.156495,9.068056,9.082326,0.361462,0.161507,0.114382,0.000004,0.000004,0.000024,0.000020,0.000021,0.002499,0.002496,0.002496
0.900000,-49.342139,-9.710495,-24.663530,0.297495,-0.270101,-0.175968,0.999898,-0.003170,0.005007,0.012992,0.198665,0.505161,-0.000063,-0.001150,0.000807,-0.001016,0.003110,0.000802,-49.963626,-9.997508,-25.003074,0.120071,0.008376,-0.010240,0.999993,0.001001,0.002002,0.003003,0.195259,0.504448,0.005014,-0.002993,0.002004,0.020142,-0.010198,0.014958,0.002134,0.002432,0.002519,9.177492,9.075111,9.091219,0.378296,0.166987,0.113265,0.000005,0.000004,0.000024,0.000020,0.000021,0.002499,0.002495,0.002495
0.950000,-49.481129,-9.681355,-24.606629,0.173998,-0.190546,-0.107352,0.999855,0.001346,0.010098,0.013667,0.197645,0.504006,-0.000159,-0.000764,0.000741,0.000057,0.002327,-0.000957,-49.957290,-9.997064,-25.003615,0.133479,0.009357,-0.011413,0.999991,0.001113,0.002226,0.003338,0.194736,0.504974,0.005013,-0.002996,0.002005,0.020174,-0.010201,0.014958,0.002041,0.002405,0.002521,9.195894,9.080268,9.099798,0.392999,0.165622,0.111423,0.000004,0.000004,0.000024,0.000020,0.000021,0.002498,0.002494,0.002494
1.000000,-49.497283,-9.649557,-24.620154,0.178459,-0.119779,-0.114110,0.999841,0.004490,0.010130,0.013998,0.196796,0.504098,-0.000150,-0.000801,0.000676,0.000080,0.001718,-0.000734,-49.950267,-9.996571,-25.004216,0.147552,0.010398,-0.012650,0.999989,0.001230,0.002460,0.003690,0.194188,0.505531,0.005010,-0.002997,0.002003,0.020149,-0.010196,0.014947,0.001992,0.002392,0.002523,9.219697,9.088227,9.109808,0.411074,0.171524,0.110848,0.000004,0.000004,0.000024,0.000020,0.000021,0.002498,0.002494,0.002493
1.050000,-49.531393,-9.606152,-24.627531,0.173637,-0.032886,-0.117105,0.999802,0.008341,0.010800,0.014463,0.195705,0.504879,-0.000163,-0.000797,0.000620,0.000163,0.000996,-0.000570,-49.942524,-9.996024,-25.004881,0.162280,0.011497,-0.013952,0.999987,0.001353,0.002706,0.004059,0.193616,0.506119,0.005011,-0.002997,0.002004,0.020164,-0.010175,0.014948,0.001881,0.002356,0.002526,9.242534,9.094332,9.119741,0.426429,0.170124,0.109842,0.000004,0.000003,0.000024,0.000020,0.000021,0.002498,0.002493,0.002491
1.100000,-49.491843,-9.589142,-24.655110,0.231902,0.003458,-0.136880,0.999802,0.009617,0.009029,0.014882,0.194897,0.505857,-0.000141,-0.000888,0.000599,-0.000246,0.000762,0.000348,-49.934028,-9.995420,-25.005612,0.177655,0.012658,-0.015318,0.999985,0.001481,0.002963,0.004444,0.193020,0.506739,0.005011,-0.002991,0.002003,0.020141,-0.010169,0.014939,0.001824,0.002337,0.002528,9.271415,9.103139,9.130889,0.445487,0.175818,0.109635,0.000004,0.000004,0.000024,0.000020,0.000021,0.002497,0.002492,0.002490
1.150000,-49.433159,-9.609558,-24.676746,0.296106,-0.029375,-0.152429,0.999829,0.007751,0.007216,0.015147,0.195013,0.507027,-0.000086,-0.000932,0.000575,-0.000682,0.001176,0.001047,-49.924748,-9.994757,-25.006414,0.193666,0.013879,-0.016749,0.999982,0.001615,0.003230,0.004845,0.192401,0.507391,0.005010,-0.002992,0.001999,0.020149,-0.010153,0.014949,0.001700,0.002290,0.002530,9.299526,9.110043,9.142213,0.460431,0.173661,0.109247,0.000004,0.000003,0.000024,0.000020,0.000021,0.002497,0.002491,0.002488
1.200000,-49.461626,-9.550035,-24.682494,0.272454,0.089272,-0.149345,0.999752,0.013188,0.009039,0.015519,0.193878,0.507909,-0.000178,-0.000952,0.000617,-0.000382,0.000159,0.000870,-49.914651,-9.994031,-25.007288,0.210304,0.015162,-0.018245,0.999978,0.001754,0.003507,0.005261,0.191759,0.508074,0.005013,-0.002991,0.001999,0.020151,-0.010147,0.014923,0.001638,0.002264,0.002533,9.332610,9.119674,9.154571,0.479409,0.178694,0.109312,0.000004,0.000003,0.000024,0.000020,0.000021,0.002496,0.002490,0.002487
1.250000,-49.363178,-9.571906,-24.708517,0.385191,0.043665,-0.163489,0.999800,0.010694,0.005538,0.015942,0.193845,0.509477,-0.000100,-0.000976,0.000568,-0.001173,0.000703,0.002203,-49.903707,-9.993240,-25.008239,0.227557,0.016507,-0.019806,0.999975,0.001898,0.003795,0.005693,0.191095,0.508789,0.005011,-0.002989,0.002003,0.020115,-0.010102,0.014938,0.001575,0.002237,0.002536,9.367981,9.129775,9.167512,0.498470,0.183471,0.109458,0.000004,0.000003,0.000024,0.000020,0.000021,0.002496,0.002489,0.002485
1.300000,-49.567792,-9.640895,-24.668178,0.122140,-0.042612,-0.128334,0.999703,0.007711,0.015869,0.016786,0.193363,0.508169,-0.000084,-0.000895,0.000570,0.000927,0.001423,-0.002140,-49.891885,-9.992379,-25.009270,0.245415,0.017916,-0.021432,0.999971,0.002047,0.004093,0.006140,0.190409,0.509535,0.005010,-0.002987,0.002003,0.020144,-0.010105,0.014952,0.001445,0.002170,0.002538,9.400614,9.137669,9.180887,0.510524,0.179536,0.109540,0.000004,0.000003,0.000024,0.000020,0.000021,0.002495,0.002488,0.002482
1.350000,-49.603209,-9.661195,-24.666729,0.077720,-0.063841,-0.121090,0.999662,0.006963,0.018088,0.017348,0.192771,0.508638,-0.000068,-0.000888,0.000562,0.001323,0.001627,-0.002995,-49.879156,-9.991447,-25.010384,0.263866,0.019390,-0.023122,0.999966,0.002201,0.004401,0.006602,0.189701,0.510314,0.005010,-0.002988,0.002005,0.020171,-0.010088,0.014965,0.001382,0.002137,0.002540,9.440024,9.148529,9.195031,0.528766,0.183340,0.109766,0.000004,0.000003,0.000024,0.000020,0.000021,0.002495,0.002487,0.002481
1.400000,-49.687153,-9.626747,-24.661516,-0.038578,0.020773,-0.115296,0.999519,0.010935,0.022743,0.018016,0.191054,0.508564,-0.000193,-0.000946,0.000671,0.002237,0.000890,-0.004539,-49.865489,-9.990439,-25.011583,0.282898,0.020928,-0.024878,0.999961,0.002360,0.004719,0.007079,0.188973,0.511126,0.005011,-0.002985,0.002007,0.020179,-0.010112,0.014954,0.001254,0.002063,0.002543,9.478007,9.157093,9.209649,0.539327,0.178221,0.109947,0.000004,0.000003,0.000024,0.000020,0.000021,0.002494,0.002486,0.002477
1.450000,-49.655643,-9.644515,-24.671715,0.015164,-0.006302,-0.123157,0.999563,0.009486,0.021072,0.018431,0.190804,0.509135,-0.000132,-0.000913,0.000617,0.001856,0.001239,-0.003897,-49.850856,-9.989353,-25.012872,0.302500,0.022533,-0.026699,0.999955,0.002523,0.005047,0.007570,0.188225,0.511969,0.005007,-0.002985,0.002005,0.020191,-0.010135,0.014954,0.001194,0.002027,0.002546,9.523229,9.168681,9.224940,0.557533,0.181177,0.110217,0.000004,0.000003,0.000024,0.000020,0.000021,0.002493,0.002485,0.002475
1.500000,-49.475365,-9.530823,-24.698931,0.258361,0.177498,-0.138835,0.999594,0.016384,0.013417,0.019087,0.189027,0.511604,-0.000343,-0.000854,0.000763,0.000078,-0.000063,0.000279,-49.835230,-9.988185,-25.014254,0.322658,0.024203,-0.028584,0.999949,0.002692,0.005383,0.008075,0.187457,0.512844,0.005009,-0.002989,0.002007,0.020190,-0.010137,0.014958,0.001072,0.001948,0.002551,9.566956,9.177832,9.240762,0.566247,0.175064,0.110520,0.000004,0.000003,0.000024,0.000020,0.000021,0.002492,0.002484,0.002471
1.550000,-49.541927,-9.534940,-24.701106,0.160879,0.182606,-0.137146,0.999519,0.016632,0.017396,0.019570,0.188246,0.511758,-0.000342,-0.000923,0.000778,0.000867,-0.000045,-0.001335,-49.818581,-9.986932,-25.015732,0.343360,0.025941,-0.030534,0.999943,0.002864,0.005729,0.008593,0.186671,0.513752,0.005010,-0.002990,0.002004,0.020206,-0.010148,0.014923,0.001018,0.001908,0.002553,9.616295,9.190043,9.257229,0.582568,0.177048,0.110908,0.000004,0.000003,0.000024,0.000020,0.000021,0.002492,0.002484,0.002469
1.600000,-49.492005,-9.530658,-24.709919,0.231295,0.182200,-0.139049,0.999542,0.016206,0.015595,0.020261,0.187317,0.512733,-0.000310,-0.000872,0.000742,0.000434,0.000116,-0.000511,-49.800885,-9.985590,-25.017309,0.364593,0.027747,-0.032548,0.999935,0.003042,0.006084,0.009125,0.185866,0.514693,0.005009,-0.002991,0.002004,0.020223,-0.010121,0.014908,0.000964,0.001866,0.002557,9.667832,9.202624,9.274272,0.598226,0.178669,0.111292,0.000004,0.000003,0.000024,0.000020,0.000021,0.002491,0.002483,0.002466
1.650000,-49.505626,-9.561896,-24.720605,0.241464,0.132228,-0.143549,0.999558,0.013806,0.016047,0.020862,0.186754,0.513721,-0.000197,-0.000862,0.000649,0.000477,0.000612,-0.000742,-49.782114,-9.984156,-25.018988,0.386343,0.029621,-0.034627,0.999927,0.003224,0.006447,0.009671,0.185044,0.515665,0.005010,-0.002991,0.002003,0.020213,-0.010082,0.014918,0.000861,0.001772,0.002560,9.712783,9.212239,9.291889,0.600367,0.171378,0.111749,0.000004,0.000003,0.000024,0.000020,0.000021,0.002490,0.002482,0.002462
1.700000,-49.445620,-9.481488,-24.724384,0.271662,0.263991,-0.139647,0.999465,0.018651,0.016157,0.021487,0.184866,0.514894,-0.000396,-0.000890,0.000813,0.000362,-0.000242,-0.000233,-49.762242,-9.982627,-25.020773,0.408596,0.031564,-0.036770,0.999919,0.003409,0.006819,0.010228,0.184204,0.516670,0.005011,-0.002988,0.002004,0.020213,-0.010084,0.014938,0.000815,0.001726,0.002564,9.766212,9.225288,9.310081,0.613070,0.172254,0.112202,0.000004,0.000003,0.000024,0.000020,0.000021,0.002490,0.002482,0.002459
1.750000,-49.433104,-9.435204,-24.730658,0.267019,0.333164,-0.140577,0.999385,0.021049,0.017114,0.022214,0.183130,0.515869,-0.000482,-0.000922,0.000888,0.000460,-0.000626,-0.000291,-49.741246,-9.980998,-25.022666,0.431338,0.033576,-0.038977,0.999909,0.003600,0.007199,0.010799,0.183349,0.517708,0.005012,-0.002988,0.002003,0.020209,-0.010123,0.014937,0.000726,0.001625,0.002567,9.808935,9.235097,9.328793,0.610089,0.164700,0.112616,0.000004,0.000003,0.000024,0.000020,0.000021,0.002488,0.002481,0.002454
1.800000,-49.388245,-9.375701,-24.734673,0.280048,0.416333,-0.140992,0.999306,0.023697,0.017572,0.022735,0.181395,0.516790,-0.000605,-0.000950,0.000990,0.000453,-0.001088,-0.000158,-49.719100,-9.979268,-25.024671,0.454555,0.035659,-0.041247,0.999899,0.003794,0.007587,0.011381,0.182477,0.518777,0.005011,-0.002986,0.002007,0.020208,-0.010120,0.014923,0.000687,0.001577,0.002571,9.862926,9.248434,9.348084,0.620097,0.165016,0.113065,0.000004,0.000003,0.000024,0.000020,0.000021,0.002488,0.002480,0.002452
1.850000,-49.449049,-9.368436,-24.748489,0.205051,0.426503,-0.150582,0.999238,0.023880,0.020412,0.023171,0.180172,0.517161,-0.000595,-0.001052,0.000999,0.000991,-0.001117,-0.001202,-49.695783,-9.977431,-25.026792,0.478231,0.037811,-0.043580,0.999888,0.003991,0.007983,0.011974,0.181591,0.519879,0.005009,-0.002984,0.002005,0.020199,-0.010124,0.014928,0.000612,0.001474,0.002574,9.901155,9.258224,9.367797,0.612575,0.157399,0.113468,0.000004,0.000003,0.000024,0.000020,0.000021,0.002487,0.002480,0.002447
1.900000,-49.313830,-9.276293,-24.744084,0.292700,0.543398,-0.146106,0.999168,0.027361,0.018777,0.023723,0.178362,0.518491,-0.000783,-0.001006,0.001133,0.000513,-0.001664,-0.000170,-49.671270,-9.975485,-25.029030,0.502352,0.040035,-0.045976,0.999877,0.004193,0.008386,0.012579,0.180690,0.521013,0.005007,-0.002979,0.002007,0.020197,-0.010118,0.014963,0.000579,0.001426,0.002578,9.954825,9.271776,9.388156,0.619961,0.157264,0.113899,0.000004,0.000003,0.000024,0.000020,0.000021,0.002486,0.002479,0.002445
1.950000,-49.011696,-9.193961,-24.723634,0.618383,0.611015,-0.133108,0.999228,0.028441,0.010672,0.024899,0.177078,0.521048,-0.000858,-0.000650,0.001125,-0.001270,-0.001587,0.003271,-49.645540,-9.973427,-25.031390,0.526902,0.042329,-0.048434,0.999865,0.004398,0.008797,0.013195,0.179776,0.522179,0.005006,-0.002976,0.002006,0.020207,-0.010114,0.014938,0.000546,0.001379,0.002583,10.008658,9.285496,9.409057,0.626286,0.156882,0.114377,0.000004,0.000003,0.000024,0.000020,0.000021,0.002485,0.002479,0.002443
2.000000,-48.426596,-11.779545,-25.030257,0.543783,0.579537,-0.144690,0.999173,0.028239,0.013667,0.025868,0.175606,0.521483,-0.000568,-0.000661,0.000568,-0.000681,-0.001612,0.002195,-49.618573,-9.971251,-25.033875,0.551866,0.044695,-0.050954,0.999851,0.004607,0.009215,0.013822,0.178848,0.523377,0.005009,-0.002972,0.002008,0.020166,-0.010124,0.014961,0.000486,0.001236,0.002585,0.909811,0.902992,0.904134,0.554354,0.144582,0.105390,0.000004,0.000003,0.000023,0.000019,0.000020,0.002484,0.002479,0.002434
2.050000,-48.414453,-11.758951,-25.038811,0.495482,0.535920,-0.153476,0.999172,0.026442,0.015651,0.026673,0.174552,0.521977,-0.000416,-0.000708,0.000471,-0.000265,-0.001274,0.001299,-49.590347,-9.968956,-25.036487,0.577228,0.047132,-0.053535,0.999837,0.004819,0.009639,0.014458,0.177909,0.524608,0.005012,-0.002968,0.002004,0.020182,-0.010155,0.014966,0.000461,0.001191,0.002588,0.917747,0.905037,0.906458,0.558136,0.144124,0.105854,0.000004,0.000003,0.000023,0.000019,0.000020,0.002483,0.002478,0.002431
2.100000,-48.348988,-11.734928,-25.044000,0.750887,0.527579,-0.145088,0.999245,0.025183,0.009867,0.027889,0.174233,0.524341,-0.000334,-0.000376,0.000357,-0.001455,-0.000779,0.003548,-49.560843,-9.966537,-25.039229,0.602970,0.049640,-0.056176,0.999823,0.005035,0.010070,0.015104,0.176958,0.525869,0.005014,-0.002963,0.002006,0.020142,-0.010131,0.014963,0.000412,0.001099,0.002593,0.927285,0.907490,0.909307,0.543032,0.137153,0.106270,0.000003,0.000003,0.000023,0.000019,0.000020,0.002482,0.002478,0.002427
2.150000,-48.309487,-11.714772,-25.051657,0.794705,0.517545,-0.150763,0.999239,0.024435,0.009627,0.028842,0.173130,0.525451,-0.000251,-0.000332,0.000294,-0.001522,-0.000563,0.003634,-49.530044,-9.963991,-25.042105,0.629078,0.052220,-0.058876,0.999807,0.005253,0.010507,0.015760,0.175996,0.527163,0.005012,-0.002965,0.002007,0.020098,-0.010126,0.014964,0.000392,0.001055,0.002596,0.939424,0.910574,0.912691,0.544198,0.136513,0.106753,0.000004,0.000003,0.000023,0.000019,0.000020,0.002482,0.002478,0.002426
2.200000,-48.151048,-11.698797,-25.051016,1.256614,0.480788,-0.132364,0.999277,0.021984,-0.000927,0.031005,0.173549,0.528571,-0.000039,0.000316,0.000047,-0.003513,0.000306,0.007088,-49.497930,-9.961314,-25.045118,0.655535,0.054870,-0.061635,0.999790,0.005475,0.010950,0.016424,0.175024,0.528488,0.005014,-0.002966,0.002007,0.020134,-0.010141,0.014968,0.000351,0.000966,0.002600,0.951754,0.913767,0.916592,0.525130,0.129981,0.107144,0.000003,0.000003,0.000023,0.000019,0.000020,0.002481,0.002477,0.002423
2.250000,-48.029629,-11.622005,-25.050128,1.426256,0.674541,-0.112151,0.999151,0.027297,-0.003595,0.030650,0.170918,0.530788,-0.000479,0.000410,0.000325,-0.004210,-0.000501,0.008452,-49.464485,-9.958502,-25.048270,0.682323,0.057592,-0.064453,0.999773,0.005699,0.011398,0.017097,0.174043,0.529844,0.005016,-0.002964,0.002007,0.020111,-0.010143,0.014981,0.000335,0.000925,0.002603,0.966915,0.917674,0.921035,0.522817,0.129196,0.107648,0.000003,0.000003,0.000023,0.000019,0.000020,0.002481,0.002477,0.002421
2.300000,-48.003520,-11.655668,-25.063496,1.388654,0.498600,-0.129395,0.999216,0.021689,-0.001616,0.033075,0.171363,0.531762,0.000050,0.000401,-0.000027,-0.003742,0.000488,0.007487,-49.429692,-9.955553,-25.051564,0.709426,0.060384,-0.067327,0.999754,0.005926,0.011852,0.017778,0.173053,0.531232,0.005014,-0.002968,0.002002,0.020135,-0.010125,0.014993,0.000320,0.000883,0.002607,0.983406,0.921990,0.926009,0.519048,0.128347,0.108138,0.000004,0.000004,0.000023,0.000019,0.000020,0.002480,0.002477,0.002420
2.350000,-47.980878,-11.669471,-25.076578,1.333059,0.417728,-0.143367,0.999214,0.019171,0.000856,0.034682,0.170961,0.532879,0.000320,0.000315,-0.000190,-0.003304,0.000922,0.006710,-49.393537,-9.952463,-25.055003,0.736826,0.063246,-0.070257,0.999735,0.006156,0.012311,0.018467,0.172055,0.532650,0.005013,-0.002967,0.002004,0.020111,-0.010161,0.015020,0.000291,0.000799,0.002607,0.996782,0.925952,0.931459,0.493257,0.122385,0.108388,0.000003,0.000003,0.000023,0.000019,0.000020,0.002480,0.002477,0.002419
