time,px_est,py_est,pz_est,vx_est,vy_est,vz_est,qw_est,qx_est,qy_est,qz_est,pbarx_est,pbary_est,bgx_est,bgy_est,bgz_est,bax_est,bay_est,baz_est,bmx_est,bmy_est,bmz_est,px_true,py_true,pz_true,vx_true,vy_true,vz_true,qw_true,qx_true,qy_true,qz_true,pbarx_true,pbary_true,bgx_true,bgy_true,bgz_true,bax_true,bay_true,baz_true,bmx_true,bmy_true,bmz_true,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19
4.461538,-47.709752,-10.555261,-25.382900,1.259354,-0.096859,-0.456558,0.997172,0.014512,0.040666,0.061507,0.137268,0.606915,0.001904,-0.001899,-0.001156,0.001076,0.003230,-0.001495,0.000000,0.000000,0.000000,-46.554509,-9.656170,-25.358118,1.921095,0.225560,-0.220420,0.998177,0.016131,0.032263,0.048394,0.132763,0.615994,0.004976,-0.003043,0.001998,0.020468,-0.009678,0.015860,0.000000,0.000000,0.000000,0.000442,0.000933,0.002906,12.017082,8.869759,9.641177,1.167342,0.300316,0.171558,0.000051,0.000049,0.000022,0.000019,0.000022,0.002478,0.002477,0.002426,1.000000,1.000000,1.000000
4.512821,-47.620553,-10.636383,-25.405902,1.287395,-0.151521,-0.458795,0.997130,0.013812,0.040906,0.062198,0.138044,0.608948,0.002070,-0.001869,-0.001230,0.001084,0.003364,-0.001579,0.000000,0.000000,0.000000,-46.455384,-9.644500,-25.369511,1.944682,0.229573,-0.223880,0.998131,0.016331,0.032662,0.048994,0.132108,0.618422,0.004976,-0.003052,0.002001,0.020632,-0.009758,0.015915,0.000000,0.000000,0.000000,0.000440,0.000923,0.002915,12.133902,8.903679,9.696028,1.171134,0.302091,0.172453,0.000053,0.000051,0.000022,0.000019,0.000021,0.002478,0.002477,0.002426,1.000000,1.000000,1.000000
4.564103,-47.331353,-10.495756,-25.389633,1.420030,-0.049358,-0.451084,0.997117,0.015535,0.039721,0.062755,0.136429,0.612468,0.001845,-0.001718,-0.001142,0.000728,0.003181,-0.000949,0.000000,0.000000,0.000000,-46.355063,-9.632625,-25.381079,1.967771,0.233532,-0.227285,0.998086,0.016527,0.033054,0.049581,0.131476,0.620859,0.004974,-0.003057,0.002006,0.020661,-0.009709,0.015910,0.000000,0.000000,0.000000,0.000429,0.000896,0.002925,12.158707,8.921088,9.749544,1.150653,0.296071,0.173148,0.000052,0.000049,0.000022,0.000019,0.000021,0.002477,0.002477,0.002425,1.000000,1.000000,1.000000
4.615385,-46.415356,-10.446718,-25.288050,1.856862,-0.051260,-0.416397,0.997284,0.014921,0.034528,0.063322,0.138451,0.619049,0.002057,-0.001095,-0.001255,-0.000300,0.003304,0.000438,0.000000,0.000000,0.000000,-46.253571,-9.620549,-25.392821,1.990348,0.237432,-0.230631,0.998042,0.016718,0.033437,0.050155,0.130869,0.623304,0.004973,-0.003054,0.002009,0.020647,-0.009707,0.015954,0.000000,0.000000,0.000000,0.000417,0.000869,0.002937,12.183076,8.938672,9.803827,1.130349,0.290230,0.173854,0.000050,0.000049,0.000022,0.000019,0.000021,0.002477,0.002477,0.002425,1.000000,1.000000,1.000000
4.666667,-46.074877,-10.560633,-25.277315,1.999540,-0.138046,-0.403843,0.997302,0.013376,0.033431,0.063973,0.140693,0.622689,0.002387,-0.000896,-0.001394,-0.000518,0.003529,0.000573,0.000000,0.000000,0.000000,-46.150934,-9.608274,-25.404733,2.012396,0.241268,-0.233915,0.997997,0.016906,0.033811,0.050717,0.130286,0.625757,0.004974,-0.003052,0.002005,0.020694,-0.009749,0.015996,0.000000,0.000000,0.000000,0.000415,0.000860,0.002947,12.297692,8.972983,9.861078,1.132904,0.291835,0.174836,0.000052,0.000051,0.000022,0.000019,0.000021,0.002477,0.002477,0.002424,1.000000,1.000000,1.000000
4.717949,-46.206380,-10.645585,-25.335725,1.907826,-0.179330,-0.414216,0.997206,0.013163,0.035224,0.064549,0.141010,0.623626,0.002460,-0.001061,-0.001418,-0.000219,0.003590,0.000149,0.000000,0.000000,0.000000,-46.047180,-9.595805,-25.416811,2.033904,0.245036,-0.237135,0.997954,0.017088,0.034176,0.051264,0.129729,0.628216,0.004977,-0.003056,0.002002,0.020704,-0.009788,0.015874,0.000000,0.000000,0.000000,0.000407,0.000833,0.002956,12.310159,8.990218,9.916542,1.110461,0.285947,0.175573,0.000051,0.000050,0.000022,0.000019,0.000021,0.002476,0.002477,0.002424,1.000000,1.000000,1.000000
4.769231,-46.366447,-10.833185,-25.402044,1.795258,-0.288815,-0.430941,0.997112,0.011747,0.037194,0.065166,0.142622,0.624153,0.002741,-0.001234,-0.001522,0.000161,0.003785,-0.000497,0.000000,0.000000,0.000000,-45.942338,-9.583144,-25.429053,2.054856,0.248731,-0.240285,0.997911,0.017266,0.034532,0.051798,0.129198,0.630681,0.004974,-0.003056,0.002001,0.020742,-0.009794,0.015806,0.000000,0.000000,0.000000,0.000399,0.000808,0.002965,12.316910,9.007504,9.972586,1.087717,0.280304,0.176257,0.000050,0.000049,0.000021,0.000019,0.000021,0.002476,0.002477,0.002423,1.000000,1.000000,1.000000
4.820513,-45.934580,-10.845700,-25.370471,1.976232,-0.303182,-0.419910,0.997137,0.011371,0.035442,0.065822,0.143655,0.628073,0.002878,-0.000979,-0.001578,-0.000188,0.003849,-0.000180,0.000000,0.000000,0.000000,-45.836436,-9.570295,-25.441455,2.075239,0.252350,-0.243365,0.997869,0.017439,0.034878,0.052317,0.128692,0.633151,0.004974,-0.003053,0.001996,0.020787,-0.009771,0.015826,0.000000,0.000000,0.000000,0.000397,0.000799,0.002976,12.422695,9.042038,10.032057,1.088921,0.281973,0.177220,0.000052,0.000051,0.000021,0.000019,0.000021,0.002476,0.002477,0.002423,1.000000,1.000000,1.000000
4.871795,-45.602531,-10.705300,-25.351668,2.108684,-0.210739,-0.419174,0.997120,0.012926,0.034316,0.066379,0.142224,0.632243,0.002626,-0.000815,-0.001488,-0.000528,0.003694,0.000416,0.000000,0.000000,0.000000,-45.729503,-9.557263,-25.454012,2.095041,0.255889,-0.246369,0.997828,0.017607,0.035214,0.052821,0.128214,0.635626,0.004972,-0.003054,0.001991,0.020832,-0.009792,0.015810,0.000000,0.000000,0.000000,0.000389,0.000774,0.002987,12.420333,9.059491,10.089432,1.065615,0.276640,0.177913,0.000051,0.000051,0.000021,0.000018,0.000021,0.002476,0.002477,0.002422,1.000000,1.000000,1.000000
4.923077,-45.424129,-10.632341,-25.358391,2.166005,-0.158791,-0.418328,0.997072,0.013995,0.034167,0.066964,0.141286,0.635313,0.002481,-0.000762,-0.001434,-0.000648,0.003604,0.000637,0.000000,0.000000,0.000000,-45.621570,-9.544052,-25.466722,2.114250,0.259342,-0.249296,0.997787,0.017770,0.035541,0.053311,0.127762,0.638104,0.004975,-0.003056,0.001987,0.020883,-0.009803,0.015773,0.000000,0.000000,0.000000,0.000381,0.000749,0.002997,12.410578,9.076845,10.147318,1.041288,0.271300,0.178617,0.000050,0.000050,0.000021,0.000018,0.000021,0.002475,0.002477,0.002422,1.000000,1.000000,1.000000
4.974359,-45.688962,-10.598358,-25.439937,2.016517,-0.113961,-0.438135,0.996932,0.015365,0.036442,0.067551,0.139231,0.635794,0.002225,-0.001040,-0.001342,-0.000344,0.003494,0.000591,0.000000,0.000000,0.000000,-45.512667,-9.530666,-25.479580,2.132852,0.262706,-0.252143,0.997747,0.017928,0.035857,0.053785,0.127338,0.640584,0.004978,-0.003054,0.001984,0.020920,-0.009784,0.015803,0.000000,0.000000,0.000000,0.000382,0.000741,0.003006,12.504875,9.111423,10.208948,1.040542,0.272822,0.179579,0.000052,0.000052,0.000021,0.000018,0.000021,0.002475,0.002477,0.002422,1.000000,1.000000,1.000000
5.025641,-45.860869,-10.504283,-25.505128,1.912279,-0.031843,-0.451106,0.996816,0.017247,0.038132,0.067869,0.137187,0.637005,0.001879,-0.001242,-0.001221,-0.000180,0.003340,0.000752,0.000000,0.000000,0.000000,-45.402826,-9.517109,-25.492581,2.150836,0.265977,-0.254905,0.997709,0.018081,0.036162,0.054244,0.126941,0.643066,0.004978,-0.003054,0.001988,0.020975,-0.009701,0.015732,0.000000,0.000000,0.000000,0.000375,0.000718,0.003016,12.486251,9.128442,10.268186,1.015456,0.267506,0.180261,0.000050,0.000051,0.000021,0.000018,0.000021,0.002475,0.002476,0.002421,1.000000,1.000000,1.000000
5.076923,-45.491416,-10.214086,-25.477667,2.062084,0.143333,-0.437028,0.996799,0.020289,0.036648,0.068097,0.134273,0.641340,0.001331,-0.001050,-0.001036,-0.000622,0.003072,0.001554,0.000000,0.000000,0.000000,-45.292079,-9.503387,-25.505722,2.168191,0.269151,-0.257582,0.997671,0.018229,0.036457,0.054686,0.126573,0.645549,0.004975,-0.003054,0.001987,0.021041,-0.009631,0.015746,0.000000,0.000000,0.000000,0.000368,0.000695,0.003027,12.465633,9.145336,10.328188,0.990656,0.262303,0.180955,0.000049,0.000050,0.000021,0.000018,0.000021,0.002475,0.002476,0.002421,1.000000,1.000000,1.000000
5.128205,-45.225463,-10.141785,-25.471130,2.157844,0.183028,-0.430648,0.996773,0.020960,0.036023,0.068604,0.133702,0.644810,0.001258,-0.000931,-0.001011,-0.000799,0.003031,0.001726,0.000000,0.000000,0.000000,-45.180459,-9.489506,-25.518998,2.184905,0.272224,-0.260169,0.997635,0.018371,0.036742,0.055113,0.126233,0.648031,0.004968,-0.003054,0.001989,0.021060,-0.009608,0.015820,0.000000,0.000000,0.000000,0.000367,0.000687,0.003038,12.552962,9.179720,10.392238,0.989045,0.263715,0.181967,0.000051,0.000053,0.000021,0.000018,0.000021,0.002475,0.002476,0.002421,1.000000,1.000000,1.000000
5.179487,-45.467175,-10.280743,-25.554068,2.015575,0.114556,-0.454550,0.996665,0.020273,0.038265,0.069162,0.134422,0.645197,0.001427,-0.001182,-0.001070,-0.000425,0.003123,0.001368,0.000000,0.000000,0.000000,-45.067998,-9.475469,-25.532405,2.200969,0.275192,-0.262664,0.997599,0.018507,0.037015,0.055522,0.125923,0.650513,0.004970,-0.003055,0.001986,0.020978,-0.009663,0.015859,0.000000,0.000000,0.000000,0.000362,0.000666,0.003048,12.525394,9.195754,10.453727,0.964272,0.258621,0.182696,0.000050,0.000052,0.000021,0.000018,0.000021,0.002475,0.002476,0.002421,1.000000,1.000000,1.000000
5.230769,-44.645912,-9.881188,-25.447887,2.356881,0.335953,-0.423469,0.996721,0.023412,0.034438,0.069381,0.131470,0.651946,0.000859,-0.000663,-0.000886,-0.001242,0.002877,0.002164,0.000000,0.000000,0.000000,-44.954730,-9.461283,-25.545937,2.216372,0.278051,-0.265064,0.997565,0.018638,0.037277,0.055915,0.125641,0.652992,0.004968,-0.003059,0.001988,0.020977,-0.009609,0.015885,0.000000,0.000000,0.000000,0.000354,0.000645,0.003060,12.495838,9.211358,10.516012,0.939690,0.253537,0.183432,0.000049,0.000051,0.000020,0.000018,0.000021,0.002474,0.002476,0.002421,1.000000,1.000000,1.000000
5.282051,-44.299264,-9.711982,-25.427285,2.479220,0.429982,-0.413458,0.996692,0.024872,0.033364,0.069803,0.129824,0.655865,0.000612,-0.000504,-0.000809,-0.001512,0.002782,0.002417,0.000000,0.000000,0.000000,-44.840689,-9.446953,-25.559589,2.231105,0.280799,-0.267368,0.997532,0.018764,0.037528,0.056291,0.125389,0.655469,0.004971,-0.003064,0.001985,0.020961,-0.009706,0.015917,0.000000,0.000000,0.000000,0.000354,0.000638,0.003071,12.574553,9.244949,10.582489,0.937137,0.254762,0.184467,0.000051,0.000053,0.000020,0.000018,0.000021,0.002474,0.002476,0.002421,1.000000,1.000000,1.000000
5.333333,-43.973408,-9.751152,-25.414306,2.585186,0.394070,-0.404834,0.996696,0.024228,0.032507,0.070385,0.131274,0.659252,0.000848,-0.000344,-0.000883,-0.001604,0.002869,0.002237,0.000000,0.000000,0.000000,-44.725910,-9.432485,-25.573357,2.245158,0.283432,-0.269572,0.997501,0.018883,0.037767,0.056650,0.125166,0.657942,0.004977,-0.003068,0.001982,0.021031,-0.009756,0.015886,0.000000,0.000000,0.000000,0.000348,0.000618,0.003083,12.531084,9.258689,10.645960,0.911386,0.249468,0.185211,0.000050,0.000053,0.000020,0.000018,0.000021,0.002474,0.002476,0.002421,1.000000,1.000000,1.000000
5.384615,-43.871659,-9.575373,-25.436042,2.591458,0.501758,-0.411237,0.996625,0.026128,0.032823,0.070557,0.128860,0.662069,0.000466,-0.000387,-0.000763,-0.001693,0.002742,0.002490,0.000000,0.000000,0.000000,-44.610428,-9.417885,-25.587236,2.258522,0.285946,-0.271673,0.997471,0.018997,0.037994,0.056991,0.124973,0.660411,0.004974,-0.003070,0.001976,0.021033,-0.009710,0.015838,0.000000,0.000000,0.000000,0.000342,0.000598,0.003093,12.478408,9.271237,10.709868,0.885354,0.244206,0.185940,0.000049,0.000052,0.000020,0.000017,0.000021,0.002474,0.002476,0.002421,1.000000,1.000000,1.000000
5.435897,-44.081975,-9.746876,-25.521666,2.466911,0.406263,-0.428752,0.996547,0.024839,0.034816,0.071168,0.129963,0.663101,0.000770,-0.000616,-0.000856,-0.001360,0.002823,0.002438,0.000000,0.000000,0.000000,-44.494279,-9.403159,-25.601219,2.271189,0.288338,-0.273671,0.997442,0.019105,0.038210,0.057315,0.124811,0.662874,0.004972,-0.003070,0.001970,0.021062,-0.009620,0.015800,0.000000,0.000000,0.000000,0.000344,0.000591,0.003104,12.540901,9.303069,10.778454,0.881211,0.245131,0.186955,0.000050,0.000055,0.000020,0.000017,0.000021,0.002474,0.002476,0.002420,1.000000,1.000000,1.000000
5.487179,-43.824700,-9.546356,-25.515550,2.538230,0.524812,-0.425152,0.996524,0.026600,0.034262,0.071122,0.128016,0.666466,0.000404,-0.000550,-0.000743,-0.001564,0.002719,0.002611,0.000000,0.000000,0.000000,-44.377498,-9.388314,-25.615303,2.283151,0.290605,-0.275563,0.997414,0.019207,0.038414,0.057620,0.124679,0.665330,0.004974,-0.003068,0.001969,0.021041,-0.009643,0.015911,0.000000,0.000000,0.000000,0.000338,0.000572,0.003115,12.475236,9.313732,10.843603,0.854576,0.239739,0.187683,0.000049,0.000054,0.000020,0.000017,0.000021,0.002474,0.002476,0.002420,1.000000,1.000000,1.000000
5.538462,-43.004568,-9.331621,-25.407241,2.839458,0.623518,-0.394833,0.996571,0.027587,0.031055,0.071566,0.127835,0.672878,0.000291,-0.000049,-0.000718,-0.002042,0.002738,0.002162,0.000000,0.000000,0.000000,-44.260122,-9.373356,-25.629480,2.294401,0.292745,-0.277346,0.997388,0.019303,0.038605,0.057908,0.124578,0.667780,0.004977,-0.003073,0.001974,0.021014,-0.009654,0.015910,0.000000,0.000000,0.000000,0.000331,0.000553,0.003126,12.403436,9.323340,10.909345,0.828104,0.234355,0.188386,0.000048,0.000054,0.000020,0.000017,0.000021,0.002474,0.002476,0.002420,1.000000,1.000000,1.000000
5.589744,-42.604415,-9.320691,-25.381370,2.971530,0.616772,-0.385343,0.996573,0.027173,0.029922,0.072163,0.128938,0.677078,0.000469,0.000158,-0.000776,-0.002147,0.002805,0.001871,0.000000,0.000000,0.000000,-44.142187,-9.358291,-25.643747,2.304931,0.294754,-0.279019,0.997364,0.019392,0.038784,0.058177,0.124507,0.670221,0.004982,-0.003070,0.001976,0.021000,-0.009648,0.015812,0.000000,0.000000,0.000000,0.000332,0.000547,0.003138,12.451320,9.353381,10.980163,0.823074,0.235131,0.189423,0.000050,0.000056,0.000019,0.000017,0.000021,0.002474,0.002476,0.002420,1.000000,1.000000,1.000000
5.641026,-42.560660,-9.323736,-25.423781,2.951554,0.608673,-0.396779,0.996525,0.027219,0.030525,0.072558,0.128732,0.679600,0.000499,0.000080,-0.000781,-0.002102,0.002797,0.002113,0.000000,0.000000,0.000000,-44.023731,-9.343127,-25.658096,2.314735,0.296631,-0.280580,0.997341,0.019476,0.038951,0.058427,0.124467,0.672654,0.004988,-0.003073,0.001972,0.021049,-0.009716,0.015808,0.000000,0.000000,0.000000,0.000326,0.000529,0.003149,12.359823,9.360492,11.046745,0.795714,0.229636,0.190092,0.000050,0.000056,0.000019,0.000017,0.000021,0.002474,0.002476,0.002420,1.000000,1.000000,1.000000
5.692308,-42.226493,-9.407958,-25.412809,3.059930,0.545082,-0.387681,0.996518,0.025984,0.029586,0.073490,0.130787,0.683125,0.000872,0.000259,-0.000902,-0.002088,0.002903,0.001731,0.000000,0.000000,0.000000,-43.904791,-9.327870,-25.672522,2.323807,0.298372,-0.282028,0.997320,0.019553,0.039106,0.058659,0.124458,0.675076,0.004979,-0.003071,0.001963,0.021059,-0.009675,0.015809,0.000000,0.000000,0.000000,0.000321,0.000511,0.003159,12.258509,9.366411,11.113665,0.768115,0.224109,0.190736,0.000049,0.000055,0.000019,0.000017,0.000021,0.002473,0.002476,0.002419,1.000000,1.000000,1.000000
5.743590,-42.685972,-9.326563,-25.544622,2.821956,0.605611,-0.417654,0.996432,0.027571,0.032644,0.072781,0.127892,0.683166,0.000426,-0.000236,-0.000750,-0.001924,0.002743,0.002745,0.000000,0.000000,0.000000,-43.785404,-9.312527,-25.687020,2.332141,0.299976,-0.283360,0.997301,0.019624,0.039248,0.058872,0.124481,0.677488,0.004984,-0.003066,0.001964,0.021093,-0.009714,0.015814,0.000000,0.000000,0.000000,0.000322,0.000506,0.003169,12.286500,9.394312,11.186413,0.761897,0.224669,0.191729,0.000050,0.000058,0.000019,0.000017,0.000021,0.002473,0.002476,0.002419,1.000000,1.000000,1.000000
5.794872,-42.810484,-9.208549,-25.611791,2.721399,0.677180,-0.426887,0.996367,0.029101,0.033996,0.072456,0.125661,0.684493,0.000079,-0.000467,-0.000637,-0.001901,0.002645,0.003225,0.000000,0.000000,0.000000,-43.665610,-9.297105,-25.701583,2.339733,0.301441,-0.284575,0.997283,0.019689,0.039377,0.059066,0.124534,0.679888,0.004979,-0.003065,0.001966,0.021078,-0.009630,0.015773,0.000000,0.000000,0.000000,0.000318,0.000490,0.003179,12.177000,9.398852,11.254805,0.734873,0.219163,0.192361,0.000049,0.000057,0.000019,0.000017,0.000021,0.002473,0.002476,0.002418,1.000000,1.000000,1.000000
5.846154,-43.294494,-9.092998,-25.744449,2.468619,0.759750,-0.460028,0.996268,0.030934,0.037109,0.071524,0.122103,0.684151,-0.000459,-0.000992,-0.000464,-0.001789,0.002467,0.004331,0.000000,0.000000,0.000000,-43.545445,-9.281612,-25.716205,2.346576,0.302764,-0.285672,0.997267,0.019747,0.039494,0.059241,0.124619,0.682275,0.004978,-0.003062,0.001961,0.021152,-0.009646,0.015718,0.000000,0.000000,0.000000,0.000314,0.000475,0.003188,12.070719,9.403072,11.324317,0.709375,0.213884,0.193016,0.000048,0.000055,0.000019,0.000016,0.000021,0.002473,0.002476,0.002418,1.000000,1.000000,1.000000
5.897436,-43.046955,-8.975048,-25.740913,2.522836,0.814078,-0.453911,0.996256,0.031636,0.036723,0.071584,0.121214,0.687509,-0.000595,-0.000922,-0.000429,-0.001880,0.002462,0.004125,0.000000,0.000000,0.000000,-43.424948,-9.266055,-25.730880,2.352667,0.303943,-0.286650,0.997252,0.019799,0.039598,0.059397,0.124735,0.684649,0.004978,-0.003065,0.001957,0.021167,-0.009621,0.015619,0.000000,0.000000,0.000000,0.000314,0.000471,0.003199,12.095388,9.429835,11.400022,0.703937,0.214439,0.194056,0.000050,0.000058,0.000018,0.000016,0.000021,0.002473,0.002476,0.002417,1.000000,1.000000,1.000000
5.948718,-42.845630,-9.112612,-25.759744,2.585069,0.728510,-0.447632,0.996253,0.030031,0.036182,0.072593,0.123591,0.690474,-0.000102,-0.000787,-0.000568,-0.001767,0.002557,0.003978,0.000000,0.000000,0.000000,-43.304158,-9.250441,-25.745603,2.358003,0.304979,-0.287508,0.997240,0.019844,0.039689,0.059533,0.124882,0.687008,0.004982,-0.003069,0.001958,0.021265,-0.009592,0.015620,0.000000,0.000000,0.000000,0.000310,0.000457,0.003210,11.995453,9.433364,11.471939,0.680194,0.209219,0.194778,0.000049,0.000056,0.000018,0.000016,0.000021,0.002473,0.002476,0.002416,1.000000,1.000000,1.000000
6.000000,-41.984948,-9.443540,-25.074909,2.634625,0.711832,-0.373092,0.996193,0.029428,0.036848,0.073324,0.124175,0.692554,0.000197,-0.001103,-0.000806,-0.001446,0.002353,-0.000707,0.000000,0.000000,0.000000,-43.183115,-9.234778,-25.760366,2.362579,0.305868,-0.288244,0.997229,0.019883,0.039767,0.059650,0.125061,0.689353,0.004985,-0.003072,0.001961,0.021248,-0.009606,0.015704,0.000000,0.000000,0.000000,0.000304,0.000442,0.003219,10.525985,8.612096,10.241215,0.634258,0.200389,0.182664,0.000048,0.000054,0.000018,0.000016,0.000021,0.002473,0.002476,0.002373,1.000000,1.000000,1.000000
6.051282,-42.289318,-9.314504,-25.151532,2.435361,0.791636,-0.389053,0.996107,0.031240,0.039329,0.072439,0.120918,0.692477,-0.000316,-0.001561,-0.000664,-0.001406,0.002171,-0.000026,0.000000,0.000000,0.000000,-43.061856,-9.219072,-25.775164,2.366394,0.306610,-0.288859,0.997220,0.019916,0.039832,0.059748,0.125271,0.691681,0.004982,-0.003074,0.001956,0.021165,-0.009562,0.015726,0.000000,0.000000,0.000000,0.000306,0.000440,0.003230,10.558078,8.637520,10.310951,0.630752,0.201067,0.183784,0.000049,0.000056,0.000018,0.000016,0.000021,0.002473,0.002476,0.002373,1.000000,1.000000,1.000000
6.102564,-42.628074,-9.206486,-25.232583,2.222874,0.859514,-0.410294,0.996011,0.032838,0.041821,0.071653,0.117722,0.691857,-0.000773,-0.002029,-0.000539,-0.001346,0.001995,0.000677,0.000000,0.000000,0.000000,-42.940421,-9.203333,-25.789991,2.369444,0.307204,-0.289350,0.997212,0.019942,0.039884,0.059826,0.125512,0.693993,0.004985,-0.003072,0.001959,0.021208,-0.009586,0.015792,0.000000,0.000000,0.000000,0.000302,0.000429,0.003240,10.502426,8.644241,10.379508,0.612517,0.196549,0.184733,0.000048,0.000054,0.000018,0.000016,0.000021,0.002473,0.002476,0.002373,1.000000,1.000000,1.000000
6.153846,-42.061242,-9.181457,-25.194527,2.435722,0.848023,-0.392124,0.996062,0.032156,0.039332,0.072662,0.119430,0.696957,-0.000449,-0.001558,-0.000629,-0.001445,0.002175,-0.000019,0.000000,0.000000,0.000000,-42.818849,-9.187567,-25.804839,2.371728,0.307649,-0.289718,0.997207,0.019961,0.039923,0.059884,0.125784,0.696286,0.004983,-0.003069,0.001953,0.021233,-0.009663,0.015781,0.000000,0.000000,0.000000,0.000298,0.000419,0.003252,10.454386,8.650844,10.449448,0.595530,0.192113,0.185726,0.000047,0.000052,0.000018,0.000015,0.000021,0.002473,0.002476,0.002372,1.000000,1.000000,1.000000
6.205128,-41.570325,-9.052880,-25.159811,2.592296,0.894604,-0.380062,0.996087,0.032676,0.037527,0.073041,0.119607,0.701557,-0.000478,-0.001238,-0.000643,-0.001609,0.002289,-0.000654,0.000000,0.000000,0.000000,-42.697180,-9.171782,-25.819703,2.373244,0.307945,-0.289963,0.997203,0.019974,0.039948,0.059923,0.126087,0.698561,0.004986,-0.003069,0.001954,0.021239,-0.009689,0.015964,0.000000,0.000000,0.000000,0.000298,0.000417,0.003264,10.490419,8.675535,10.522535,0.593082,0.192839,0.186912,0.000049,0.000054,0.000017,0.000015,0.000021,0.002473,0.002476,0.002372,1.000000,1.000000,1.000000
6.256410,-42.126609,-9.191687,-25.280441,2.327271,0.828746,-0.407081,0.996006,0.032085,0.040740,0.072686,0.119221,0.699693,-0.000357,-0.001825,-0.000628,-0.001299,0.002074,0.000618,0.000000,0.000000,0.000000,-42.575453,-9.155985,-25.834577,2.373992,0.308091,-0.290084,0.997202,0.019981,0.039961,0.059942,0.126421,0.700817,0.004986,-0.003070,0.001954,0.021177,-0.009761,0.015892,0.000000,0.000000,0.000000,0.000295,0.000408,0.003275,10.445962,8.681332,10.594747,0.577090,0.188534,0.187947,0.000048,0.000053,0.000017,0.000015,0.000021,0.002473,0.002476,0.002371,1.000000,1.000000,1.000000
6.307692,-41.639162,-9.093679,-25.252600,2.490395,0.859644,-0.395037,0.996034,0.032178,0.038951,0.073234,0.119654,0.704784,-0.000294,-0.001463,-0.000661,-0.001424,0.002219,-0.000072,0.000000,0.000000,0.000000,-42.453707,-9.140185,-25.849453,2.373970,0.308086,-0.290080,0.997202,0.019980,0.039961,0.059941,0.126786,0.703052,0.004984,-0.003072,0.001954,0.021102,-0.009718,0.015859,0.000000,0.000000,0.000000,0.000291,0.000400,0.003287,10.406555,8.687021,10.668233,0.562160,0.184359,0.189015,0.000047,0.000052,0.000017,0.000015,0.000021,0.002473,0.002476,0.002371,1.000000,1.000000,1.000000
6.358974,-41.410017,-8.898951,-25.244471,2.502539,0.957432,-0.386858,0.996020,0.033615,0.038750,0.072890,0.117848,0.707661,-0.000672,-0.001460,-0.000603,-0.001579,0.002218,-0.000403,0.000000,0.000000,0.000000,-42.331982,-9.124389,-25.864326,2.373180,0.307932,-0.289953,0.997203,0.019974,0.039947,0.059921,0.127181,0.705266,0.004989,-0.003069,0.001956,0.021028,-0.009654,0.015841,0.000000,0.000000,0.000000,0.000292,0.000399,0.003299,10.443865,8.710875,10.744598,0.560103,0.184986,0.190255,0.000049,0.000054,0.000017,0.000015,0.000021,0.002473,0.002476,0.002370,1.000000,1.000000,1.000000
6.410256,-41.686797,-8.906812,-25.313878,2.330014,0.956345,-0.403189,0.995969,0.033880,0.040815,0.072337,0.117055,0.707590,-0.000744,-0.001858,-0.000562,-0.001461,0.002048,0.000434,0.000000,0.000000,0.000000,-42.210317,-9.108605,-25.879190,2.371621,0.307628,-0.289701,0.997207,0.019960,0.039921,0.059881,0.127607,0.707459,0.004984,-0.003068,0.001955,0.020953,-0.009552,0.015959,0.000000,0.000000,0.000000,0.000288,0.000391,0.003310,10.407726,8.715840,10.820368,0.545994,0.180875,0.191362,0.000048,0.000053,0.000017,0.000015,0.000021,0.002473,0.002476,0.002370,1.000000,1.000000,1.000000
6.461538,-42.019589,-9.098771,-25.409091,2.168252,0.850449,-0.426224,0.995944,0.032420,0.042436,0.072417,0.118343,0.706818,-0.000313,-0.002172,-0.000597,-0.001174,0.001902,0.001585,0.000000,0.000000,0.000000,-42.088752,-9.092840,-25.894037,2.369294,0.307175,-0.289326,0.997213,0.019941,0.039881,0.059822,0.128063,0.709628,0.004978,-0.003070,0.001955,0.020962,-0.009445,0.015880,0.000000,0.000000,0.000000,0.000285,0.000384,0.003321,10.375910,8.720656,10.897379,0.532688,0.176837,0.192499,0.000047,0.000051,0.000016,0.000015,0.000021,0.002473,0.002476,0.002369,1.000000,1.000000,1.000000
6.512821,-41.773970,-8.984019,-25.407890,2.213837,0.894486,-0.419005,0.995955,0.032976,0.041887,0.072337,0.117868,0.709947,-0.000443,-0.002075,-0.000589,-0.001261,0.001950,0.001227,0.000000,0.000000,0.000000,-41.967325,-9.077103,-25.908862,2.366201,0.306572,-0.288827,0.997220,0.019914,0.039828,0.059743,0.128549,0.711774,0.004973,-0.003070,0.001956,0.020921,-0.009468,0.015947,0.000000,0.000000,0.000000,0.000286,0.000383,0.003334,10.415643,8.743756,10.977130,0.531174,0.177516,0.193787,0.000049,0.000053,0.000016,0.000015,0.000021,0.002473,0.002476,0.002369,1.000000,1.000000,1.000000
