timestamp,roll_deg,pitch_deg,yaw_deg,x,y,z,vx,vy,vz,pbar_x,pbar_y,bgyr_x,bgyr_y,bgyr_z,bacc_x,bacc_y,bacc_z,bmag_x,bmag_y,bmag_z,P_dtheta_x,P_dtheta_y,P_dtheta_z,P_dpos_x,P_dpos_y,P_dpos_z,P_dvel_x,P_dvel_y,P_dvel_z,P_dpbar_x,P_dpbar_y,P_dbgyr_x,P_dbgyr_y,P_dbgyr_z,P_dbacc_x,P_dbacc_y,P_dbacc_z,P_dbmag_x,P_dbmag_y,P_dbmag_z
1768299697.837719,179.998551,-179.232671,178.649432,999.999999,1000.000003,1000.000013,-0.000003,0.000005,0.000523,0.000000,0.000000,-0.000074,0.000072,0.000000,0.000064,-0.000122,0.008945,0.000000,0.000000,0.000000,0.000053,0.000054,0.002498,9.000756,9.000756,9.000756,0.250016,0.250016,0.250012,1.000000,1.000000,0.000005,0.000005,0.000005,0.002474,0.002474,0.001291,1.000000,1.000000,1.000000
1768299697.840424,179.998214,-179.238776,178.656642,999.999997,1000.000005,1000.000015,-0.000003,0.000004,0.000550,0.000000,0.000000,-0.000070,-0.000068,0.000000,0.000082,-0.000145,0.009406,0.000000,0.000000,0.000000,0.000051,0.000052,0.002498,9.000900,9.000900,9.000900,0.250017,0.250017,0.250013,1.000000,1.000000,0.000005,0.000005,0.000005,0.002474,0.002474,0.001237,1.000000,1.000000,1.000000
1768299697.845323,179.997777,-179.248431,178.662755,999.999994,1000.000007,1000.000017,-0.000001,0.000003,0.000576,0.000000,0.000000,-0.000066,-0.000129,-0.000000,0.000105,-0.000166,0.009836,0.000000,0.000000,0.000000,0.000049,0.000050,0.002498,9.001056,9.001056,9.001056,0.250019,0.250019,0.250015,1.000000,1.000000,0.000004,0.000004,0.000004,0.002474,0.002474,0.001187,1.000000,1.000000,1.000000
1768299697.852877,179.997451,-179.256931,178.660061,999.999991,1000.000006,1000.000020,-0.000000,0.000004,0.000575,0.000000,0.000000,-0.000062,-0.000122,-0.000000,0.000120,-0.000161,0.009832,0.000000,0.000000,0.000000,0.000047,0.000048,0.002498,9.001225,9.001225,9.001225,0.250020,0.250020,0.250016,1.000000,1.000000,0.000004,0.000004,0.000004,0.002474,0.002474,0.001141,1.000000,1.000000,1.000000
1768299697.855417,179.997035,-179.268057,178.661475,999.999987,1000.000007,1000.000023,0.000001,0.000004,0.000576,0.000000,0.000000,-0.000058,-0.000116,-0.000000,0.000140,-0.000163,0.009843,0.000000,0.000000,0.000000,0.000046,0.000047,0.002498,9.001406,9.001406,9.001406,0.250022,0.250022,0.250017,1.000000,1.000000,0.000004,0.000004,0.000004,0.002474,0.002474,0.001098,1.000000,1.000000,1.000000
1768299697.862607,179.996917,-179.277910,178.680226,999.999982,1000.000016,1000.000025,0.000002,0.000001,0.000599,0.000000,0.000000,-0.000058,-0.000058,-0.000000,0.000162,-0.000206,0.010247,0.000000,0.000000,0.000000,0.000045,0.000046,0.002498,9.001600,9.001600,9.001600,0.250023,0.250023,0.250018,1.000000,1.000000,0.000004,0.000004,0.000004,0.002474,0.002474,0.001058,1.000000,1.000000,1.000000
1768299697.865663,179.996930,-179.283301,178.693478,999.999979,1000.000023,1000.000026,0.000003,-0.000000,0.000620,0.000000,0.000000,-0.000057,-0.000005,-0.000000,0.000176,-0.000238,0.010611,0.000000,0.000000,0.000000,0.000044,0.000044,0.002498,9.001806,9.001806,9.001806,0.250025,0.250025,0.250020,1.000000,1.000000,0.000003,0.000003,0.000004,0.002474,0.002474,0.001022,1.000000,1.000000,1.000000
1768299697.870471,179.996686,-179.284972,178.689615,999.999978,1000.000021,1000.000029,0.000003,0.000000,0.000638,0.000000,0.000000,-0.000053,0.000043,-0.000000,0.000183,-0.000237,0.010908,0.000000,0.000000,0.000000,0.000043,0.000044,0.002498,9.002025,9.002025,9.002025,0.250026,0.250026,0.250021,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000987,1.000000,1.000000,1.000000
1768299697.877927,179.996687,-179.283348,178.686155,999.999979,1000.000018,1000.000031,0.000003,0.000001,0.000654,0.000000,0.000000,-0.000050,0.000041,-0.000000,0.000183,-0.000237,0.011181,0.000000,0.000000,0.000000,0.000042,0.000043,0.002498,9.002256,9.002256,9.002256,0.250028,0.250028,0.250023,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000955,1.000000,1.000000,1.000000
1768299697.880464,179.996965,-179.279063,178.685859,999.999982,1000.000018,1000.000033,0.000002,0.000001,0.000669,0.000000,0.000000,-0.000048,0.000040,-0.000000,0.000178,-0.000242,0.011440,0.000000,0.000000,0.000000,0.000041,0.000042,0.002498,9.002500,9.002500,9.002500,0.250029,0.250029,0.250024,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000925,1.000000,1.000000,1.000000
1768299697.887685,179.997510,-179.269810,178.682903,999.999990,1000.000016,1000.000035,0.000001,0.000001,0.000683,0.000000,0.000000,-0.000045,0.000040,-0.000000,0.000164,-0.000241,0.011669,0.000000,0.000000,0.000000,0.000040,0.000041,0.002498,9.002756,9.002756,9.002756,0.250031,0.250031,0.250025,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000897,1.000000,1.000000,1.000000
1768299697.890854,179.997950,-179.261392,178.675082,999.999998,1000.000008,1000.000037,-0.000000,0.000002,0.000695,0.000000,0.000000,-0.000042,0.000040,0.000000,0.000152,-0.000232,0.011870,0.000000,0.000000,0.000000,0.000040,0.000041,0.002498,9.003025,9.003025,9.003025,0.250032,0.250032,0.250027,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000870,1.000000,1.000000,1.000000
1768299697.895794,179.998231,-179.256158,178.667936,1000.000004,1000.000001,1000.000040,-0.000001,0.000003,0.000706,0.000000,0.000000,-0.000039,0.000040,0.000000,0.000145,-0.000223,0.012064,0.000000,0.000000,0.000000,0.000039,0.000040,0.002498,9.003306,9.003306,9.003306,0.250034,0.250034,0.250028,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000845,1.000000,1.000000,1.000000
1768299697.902972,179.998217,-179.253524,178.677806,1000.000007,1000.000012,1000.000040,-0.000001,0.000002,0.000735,0.000000,0.000000,-0.000040,0.000001,0.000000,0.000147,-0.000252,0.012569,0.000000,0.000000,0.000000,0.000039,0.000039,0.002498,9.003600,9.003600,9.003600,0.250035,0.250035,0.250029,1.000000,1.000000,0.000003,0.000003,0.000003,0.002474,0.002474,0.000822,1.000000,1.000000,1.000000
1768299697.905355,179.998205,-179.251098,178.686894,1000.000010,1000.000023,1000.000040,-0.000001,0.000000,0.000763,0.000000,0.000000,-0.000040,-0.000034,0.000000,0.000149,-0.000279,0.013047,0.000000,0.000000,0.000000,0.000038,0.000039,0.002498,9.003906,9.003906,9.003906,0.250037,0.250037,0.250031,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000800,1.000000,1.000000,1.000000
1768299697.912598,179.998362,-179.248889,178.686637,1000.000012,1000.000023,1000.000043,-0.000002,0.000001,0.000773,0.000000,0.000000,-0.000039,-0.000067,0.000000,0.000147,-0.000282,0.013216,0.000000,0.000000,0.000000,0.000038,0.000038,0.002498,9.004225,9.004225,9.004225,0.250038,0.250038,0.250032,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000778,1.000000,1.000000,1.000000
1768299697.915366,179.998357,-179.248966,178.686444,1000.000012,1000.000023,1000.000047,-0.000002,0.000001,0.000768,0.000000,0.000000,-0.000037,-0.000099,0.000000,0.000146,-0.000280,0.013126,0.000000,0.000000,0.000000,0.000037,0.000038,0.002498,9.004556,9.004556,9.004556,0.250039,0.250039,0.250034,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000758,1.000000,1.000000,1.000000
1768299697.922779,179.998024,-179.251178,178.694304,1000.000009,1000.000035,1000.000050,-0.000001,-0.000000,0.000779,0.000000,0.000000,-0.000038,-0.000096,0.000000,0.000153,-0.000298,0.013313,0.000000,0.000000,0.000000,0.000037,0.000038,0.002498,9.004900,9.004900,9.004900,0.250041,0.250041,0.250035,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000739,1.000000,1.000000,1.000000
1768299697.927933,179.997785,-179.253239,178.697722,1000.000005,1000.000041,1000.000052,-0.000001,-0.000001,0.000788,0.000000,0.000000,-0.000038,-0.000094,0.000000,0.000158,-0.000308,0.013480,0.000000,0.000000,0.000000,0.000036,0.000037,0.002498,9.005256,9.005256,9.005256,0.250042,0.250042,0.250036,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000721,1.000000,1.000000,1.000000
1768299697.930379,179.997791,-179.253278,178.697140,1000.000005,1000.000040,1000.000054,-0.000001,-0.000001,0.000797,0.000000,0.000000,-0.000037,-0.000091,0.000000,0.000160,-0.000310,0.013625,0.000000,0.000000,0.000000,0.000036,0.000037,0.002498,9.005625,9.005625,9.005625,0.250044,0.250044,0.250038,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000704,1.000000,1.000000,1.000000
1768299697.937736,179.997650,-179.255166,178.694807,1000.000002,1000.000035,1000.000059,-0.000001,-0.000001,0.000791,0.000000,0.000000,-0.000035,-0.000089,0.000000,0.000163,-0.000304,0.013531,0.000000,0.000000,0.000000,0.000036,0.000037,0.002498,9.006007,9.006007,9.006007,0.250045,0.250045,0.250039,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000688,1.000000,1.000000,1.000000
1768299697.940447,179.997478,-179.257062,178.696271,999.999998,1000.000038,1000.000062,-0.000001,-0.000001,0.000800,0.000000,0.000000,-0.000005,-0.000058,0.000000,0.000168,-0.000309,0.013676,0.000000,0.000000,0.000000,0.000035,0.000036,0.002498,9.006400,9.006400,9.006400,0.250047,0.250047,0.250041,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000672,1.000000,1.000000,1.000000
1768299697.947704,179.997308,-179.258842,178.699364,999.999994,1000.000044,1000.000064,-0.000000,-0.000001,0.000808,0.000000,0.000000,0.000022,-0.000029,0.000000,0.000173,-0.000318,0.013820,0.000000,0.000000,0.000000,0.000035,0.000036,0.002498,9.006807,9.006807,9.006807,0.250048,0.250048,0.250042,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000657,1.000000,1.000000,1.000000
1768299697.952911,179.997319,-179.258853,178.697274,999.999994,1000.000039,1000.000066,-0.000000,-0.000001,0.000815,0.000000,0.000000,0.000049,-0.000001,0.000000,0.000174,-0.000316,0.013940,0.000000,0.000000,0.000000,0.000035,0.000036,0.002498,9.007225,9.007225,9.007225,0.250050,0.250050,0.250043,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000643,1.000000,1.000000,1.000000
1768299697.955348,179.997334,-179.258885,178.693569,999.999995,1000.000030,1000.000072,-0.000000,-0.000000,0.000810,0.000000,0.000000,0.000049,0.000026,0.000000,0.000173,-0.000308,0.013840,0.000000,0.000000,0.000000,0.000035,0.000036,0.002498,9.007657,9.007657,9.007657,0.250051,0.250051,0.250045,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000629,1.000000,1.000000,1.000000
1768299697.962689,179.997205,-179.260340,178.696371,999.999991,1000.000037,1000.000077,-0.000000,-0.000001,0.000805,0.000000,0.000000,0.000047,0.000025,0.000000,0.000175,-0.000311,0.013766,0.000000,0.000000,0.000000,0.000034,0.000035,0.002498,9.008100,9.008100,9.008100,0.250053,0.250053,0.250046,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000616,1.000000,1.000000,1.000000
1768299697.965683,179.997084,-179.261717,178.699022,999.999987,1000.000045,1000.000082,0.000000,-0.000001,0.000801,0.000000,0.000000,0.000045,0.000024,0.000000,0.000176,-0.000314,0.013695,0.000000,0.000000,0.000000,0.000034,0.000035,0.002498,9.008557,9.008557,9.008557,0.250054,0.250054,0.250048,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000603,1.000000,1.000000,1.000000
1768299697.970527,179.997094,-179.261530,178.697053,999.999987,1000.000039,1000.000087,0.000000,-0.000001,0.000796,0.000000,0.000000,0.000044,0.000023,0.000000,0.000175,-0.000309,0.013611,0.000000,0.000000,0.000000,0.000034,0.000035,0.002498,9.009026,9.009026,9.009026,0.250056,0.250056,0.250049,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000591,1.000000,1.000000,1.000000
1768299697.977964,179.997103,-179.261187,178.692243,999.999988,1000.000024,1000.000090,-0.000000,-0.000000,0.000802,0.000000,0.000000,0.000045,-0.000001,0.000000,0.000176,-0.000303,0.013714,0.000000,0.000000,0.000000,0.000034,0.000035,0.002498,9.009507,9.009507,9.009507,0.250057,0.250057,0.250051,1.000000,1.000000,0.000002,0.000002,0.000002,0.002474,0.002474,0.000579,1.000000,1.000000,1.000000
